Start Time,End Time,English,Big.Hero.6.2014.720p.BluRay.x264-SPARKS.srt,Big.Hero.6.2014.720p.Bluray.Ganool By IMDB-dl.srt,Big.Hero.6.2014.720p.WEB-DL.Ganool.srt,Big.Hero.VI-BluRay.1080p-2014.srt,Big.Hero.open subtitle.srt
08:40,08:42,"- Laser-induced plasma? - Oh, yeah.",ليزر القاء شده از پلاسما؟ - اوه، آره -,لیزر القایی پلاسمایی؟ - .آره -,لیزر القایی پلاسمایی؟ - .آره -,پلاسمای تحریک شده با لیزر؟ - اوه آره -,لیزر القایی پلاسمایی؟ - .آره -
08:42,08:46,With a little magnetic confinement for ultra-precision.,با يه کم محدود کردن مغناطيسي براي دقت بيشتر,.با یه حفاظ مغناطیسی با دقت خیلی بالا,.با یه حفاظ مغناطیسی با دقت خیلی بالا,با یه حصار کوچولوی مغناطیسی برای دقت بسیار زیاد,.با یه حفاظ مغناطیسی با دقت خیلی بالا
08:46,08:48,Wow. How do you find anything in this mess?,تو اين آشفته بازار چطوري چيزي پيدا مي‌کني؟,چطور تو این همه شلوغی چیزی رو پیدا می‌کنی؟,چطور تو این همه شلوغی چیزی رو پیدا می‌کنی؟,واو، توی این آشفته‌بازار چطور چیزی پیدا کردی؟,چطور تو این همه شلوغی چیزی رو پیدا می‌کنی؟
08:49,08:50,I have a system.,،يه سيستم دارم. يه جا هست براي همه‌چي و همه‌چي سر جاي خودشه,.روش خودمو دارم,.روش خودمو دارم,من یه روش کار دارم,.روش خودمو دارم
08:50,08:52,"There's a place for everything, and everything in its place.",،يه سيستم دارم. يه جا هست براي همه‌چي و همه‌چي سر جاي خودشه,،برای هر چیزی یه جایی هست .و هر چیزی سرجاشه,،برای هر چیزی یه جایی هست .و هر چیزی سرجاشه,برای هر چیزی یه جایی هست و هر چیز در جای خودشه,،برای هر چیزی یه جایی هست .و هر چیزی سرجاشه
08:52,08:54,- Need this! - You can't do that!,اينو لازم دارم - نمي‌توني به اينا دست بزني -,!اینو می‌خوای - .نباید این کار رو بکنی -,!اینو می‌خوای - .نباید این کار رو بکنی -,من به این نیاز دارم - نمیتونی اون کارو بکنی -,!اینو می‌خوای - .نباید این کار رو بکنی -
08:54,08:56,This is anarchy! Society has rules!,!بي نظمي ميشه !هر جامعه‌اي قانون داره,.این بی‌نظمیه، جامعه قانون داره,.این بی‌نظمیه، جامعه قانون داره,این بی قانونیه، جامعه قانون داره,.این بی‌نظمیه، جامعه قانون داره
08:56,08:58,Excuse me!,!ببخشيد! دارم رد ميشم,!ببخشید,!ببخشید,ببخشید,!ببخشید
08:58,08:59,Coming through!,!ببخشيد! دارم رد ميشم,.دارم میام,.دارم میام,دارم رد میشم,.دارم میام
09:00,09:01,Tadashi!,!تاداشي,"!""تاداشی""","!""تاداشی""","""تاداشی""","!""تاداشی"""
09:01,09:04,"Oh, my gosh. You must be Hiro!",!واي خدا، تو بايد هيرو باشي,".خدای من! تو باید ""هیرو"" باشی",".خدای من! تو باید ""هیرو"" باشی","اوه خدای من تو باید ""هیرو""باشی",".خدای من! تو باید ""هیرو"" باشی"
09:04,09:07,I've heard so much about you!,درموردت خيلي شنيدم,.خیلی در موردت شنیدم,.خیلی در موردت شنیدم,خیلی چیزا درباره‌ی تو شنیدم,.خیلی در موردت شنیدم
09:09,09:11,Perfect timing. Perfect timing.,!به موقع اومدي! به موقع اومدي,.زمان خیلی خوبی اومدی، خیلی خوب,.زمان خیلی خوبی اومدی، خیلی خوب,بهترین زمان‌بندی بهترین زمان‌بندی,.زمان خیلی خوبی اومدی، خیلی خوب
09:13,09:14,That's a whole lot of tungsten carbide.,اين يه کاربايد تنگستن بزرگ‌ـه,.همش از کاربید تنگستن ساخته شده,.همش از کاربید تنگستن ساخته شده,"اون مقدارِخیلی زیادی از ""تنگستن کاربید""ـه",.همش از کاربید تنگستن ساخته شده
09:14,09:16,400 pounds of it!,200کيلو,.180کیلوگرم وزنشه,.180کیلوگرم وزنشه,200کیلوگرم از اون,.180کیلوگرم وزنشه
09:16,09:17,"Come here, come here, come here.",200کيلو,.بیا اینجا، بیا اینجا، بیا اینجا,.بیا اینجا، بیا اینجا، بیا اینجا,بیا اینجا، بیا اینجا,.بیا اینجا، بیا اینجا، بیا اینجا
09:18,09:19,You're going to love this.,!بيا اينجا! بيا عاشق اين ميشي,.عاشق این یکی میشی,.عاشق این یکی میشی,عاشق این میشی,.عاشق این یکی میشی
09:19,09:22,"A dash of perchloric acid, a smidge of cobalt,",پرکلريد اسيد رو باز مي‌کنيم,یکم اسید پری‌کلریک ...و یه ذره هم کبالت,یکم اسید پری‌کلریک ...و یه ذره هم کبالت,"""یه قاشق ""پرکلریک اسید ""مقدار کمی ""کبالت",یکم اسید پری‌کلریک ...و یه ذره هم کبالت
09:23,09:25,"a hint of hydrogen peroxide,",يه ذره کبالت ...يه کوچولو هيدروژن پراکسيد,...یه ذره هم هیدروژن پراکسید,...یه ذره هم هیدروژن پراکسید,"...""مقدار جزئی از""هیدروژن پراکسید",...یه ذره هم هیدروژن پراکسید
09:25,09:28,"super-heated to 500 Kelvin, and...",...با حرارت 500 کلوين، و,...که تا دمای 500 کلوین حرارت دیدن,...که تا دمای 500 کلوین حرارت دیدن,773درجه‌ی سانتیگراد حرارت,...که تا دمای 500 کلوین حرارت دیدن
09:32,09:34,"Ta-da! It's pretty great, huh?",!اجي مجي,و بفرما! خیلی قشنگه، مگه نه؟,و بفرما! خیلی قشنگه، مگه نه؟,بفرماااا...واقعا عالیه، مگه نه؟,و بفرما! خیلی قشنگه، مگه نه؟
09:34,09:36,It's so pink.,کامل صورتي شد - بهترين قسمتش اينه -,.خیلی صورتیه,.خیلی صورتیه,خیلی صورتی‌ـه,.خیلی صورتیه
09:36,09:38,Here's the best part.,کامل صورتي شد - بهترين قسمتش اينه -,.این بهترین قسمتشه,.این بهترین قسمتشه,اینم از بهترین قسمت,.این بهترین قسمتشه
09:42,09:43,"I know, right?",خودم مي‌دونم، ديدي؟,میدونم، درسته؟,میدونم، درسته؟,میدونم، درسته؟,میدونم، درسته؟
09:44,09:46,Chemical metal embrittlement.,!شکنندگي شيميايي فلزات,.تردشوندگی شیمیایی فلز,.تردشوندگی شیمیایی فلز,شکننده‌ی شیمیایی فلز,.تردشوندگی شیمیایی فلز
09:46,09:47,"Not bad, Honey Lemon.",بد نبود، ليمو عسلي,".""بد نیست، ""لیمو شیرین",".""بد نیست، ""لیمو شیرین","""بد نبود ""شیرین عسل",".""بد نیست، ""لیمو شیرین"
09:48,09:50,"""Honey Lemon""? ""Go Go""? ""Wasabi""?",ليمو عسلي؟ گوگو؟ وسابي؟ [وسابي: تُرُب ژاپني],"لیمو شیرین""؟ ""برو برو""؟ ""واسابی""؟""","لیمو شیرین""؟ ""برو برو""؟ ""واسابی""؟""","شیرین عسل""؟ ""گوگو""؟ ""واسابی""؟""","لیمو شیرین""؟ ""برو برو""؟ ""واسابی""؟"""
09:50,09:53,"I spill wasabi on my shirt one time, people.",آي ملت! وسابي رو يه بار رو لباسم ريختم !فقط يه بار,".""مردم، من یک بار روی لباسم نوشتم ""واسابی",".""مردم، من یک بار روی لباسم نوشتم ""واسابی","من یه زمانی ""واسابی""ریختم رو پیرهنم",".""مردم، من یک بار روی لباسم نوشتم ""واسابی"
09:54,09:55,One time!,آي ملت! وسابي رو يه بار رو لباسم ريختم !فقط يه بار,.فقط یک بار,.فقط یک بار,یه بار,.فقط یک بار
09:55,09:57,Fred is the one who comes up with the nicknames.,"فرد""ـه که روي بقيه اسم ميذاره""",".فرد"" کسی بود که اسمهای مستعار رو پیشنهاد داد""",".فرد"" کسی بود که اسمهای مستعار رو پیشنهاد داد""","فرد""کسیه که اسمای مخفف رو میسازه""",".فرد"" کسی بود که اسمهای مستعار رو پیشنهاد داد"""
09:57,09:59,Who's Fred?,فرد کيه؟,"فرد"" کیه؟""","فرد"" کیه؟""","ها...""فرد""کیه","فرد"" کیه؟"""
09:59,10:00,"This guy, right here!",ايني که اينجاست,.این یارو، همینجاست,.این یارو، همینجاست,اینه ... درست همین جا,.این یارو، همینجاست
10:01,10:03,Don't be alarmed. It is just a suit.,نترس، اين فقط يه لباس‌ـه,.نگران نباش، این فقط یه لباسه,.نگران نباش، این فقط یه لباسه,...اوه اوه نترس اون فقط یه لباسه,.نگران نباش، این فقط یه لباسه
10:03,10:05,This is not my real face and body.,صورت و بدن واقعيم نيست,.این صورت و بدن واقعی من نیست,.این صورت و بدن واقعی من نیست,بدن و چهره‌ی واقعی من نیست,.این صورت و بدن واقعی من نیست
10:05,10:06,The name's Fred.,اسم من فرد ـه,".اسمم ""فرد"" ــه",".اسمم ""فرد"" ــه","اسمش""فرد""ـه",".اسمم ""فرد"" ــه"
10:06,10:09,"School mascot by day, but by night...",نظرقربوني شيفت شب مدرسه,...روز نشان خوش‌یمنی دانشگاه‌ام اما شب,...روز نشان خوش‌یمنی دانشگاه‌ام اما شب,نماد خوش‌شانسی مدرسه در روز اما در شب,...روز نشان خوش‌یمنی دانشگاه‌ام اما شب
10:11,10:12,I am also a school mascot.,کلاً پاقدمم خوبه,.باز نشان خوش‌یمنی دانشگاه‌ام,.باز نشان خوش‌یمنی دانشگاه‌ام,باز هم نماد خوش‌شانسی مدرسه‌ام,.باز نشان خوش‌یمنی دانشگاه‌ام
10:12,10:14,"So, what's your major?",خب، مهارت تو چيه؟,خب، چی می‌خونی؟,خب، چی می‌خونی؟,خب...تخصص تو در چیه؟,خب، چی می‌خونی؟
10:14,10:15,"No, no, no, I'm not a student.",نه! نه! من دانشجو نيستم ولي طرفدار بزرگ علم هستم,.نه،نه،نه من دانشجو نیستم,.نه،نه،نه من دانشجو نیستم,نه، نه. من دانش اموز نیستم,.نه،نه،نه من دانشجو نیستم
10:15,10:18,But I am a major science enthusiast.,نه! نه! من دانشجو نيستم ولي طرفدار بزرگ علم هستم,.اما من عاشق علمم,.اما من عاشق علمم,اما طرفدار بزرگ علم و دانش هستم,.اما من عاشق علمم
10:19,10:20,"I've been trying to get Honey to develop a formula,",...مي‌خواستم از عسل يه فرمول دربيارم,"دارم سعی می‌کنم ...به ""لیمو شیرین"" کمک کنم تا فرمولی درست کنه","دارم سعی می‌کنم ...به ""لیمو شیرین"" کمک کنم تا فرمولی درست کنه","داشتم تلاش میکردم ""هانی""رو راضی ...کنم که یه فرمولی به من بده که","دارم سعی می‌کنم ...به ""لیمو شیرین"" کمک کنم تا فرمولی درست کنه"
10:21,10:24,that can turn me into a fire-breathing lizard at will.,که منو به هر قيمتي به يه مارمولک آتشين تبديل کنه,.تا منو تبدیل به یه مامورلک نفس آتشین بکنه,.تا منو تبدیل به یه مامورلک نفس آتشین بکنه,هر وقت خواستم منو به یه مارموک با نفس اتشین تبدیل کنه,.تا منو تبدیل به یه مامورلک نفس آتشین بکنه
