Start Time,End Time,English,About.Time.open subtitle.srt
81:05,81:08,She was drinking wine while we were drinking tea.,اون داشت مشروب ميخورد وقتي ما داشتيم چاي ميخورديم
81:09,81:11,And Jimmy wasn't nice to her.,و جيمي باهاش خوب نبود
81:12,81:15,And she spurned the purple cupcakes.,وکيک فنجوني بنفش رو هم نخواست
81:15,81:18,We have to do something to fix it.,بايد يه کاري براي درست کردنش بکنيم
81:20,81:21,Yeah.,آره
81:22,81:24,"But, you know,",،اما، ميدوني
81:24,81:29,"if it's gonna be fixed, I think she probably has to do it herself.",اگه قراره درست بشه، فکر کنم بايد خودش اينکارو کنه
81:30,81:31,Maybe.,شايد
81:32,81:34,Maybe not.,شايد هم نه
81:37,81:40,My darling. What's happened?,عزيزم، چي شد؟
81:40,81:42,You're the best person in the world.,توبهترين فرد تو جهاني
81:43,81:45,You're top equal with my wife. I don't get it.,توبا همسرم برابر هستي، نميفهمم
81:47,81:48,"Maybe, just maybe,",شايد، فقط شايد
81:50,81:51,I'm the faller.,من بازنده ام
81:52,81:56,"Every family has, like, someone who falls,",،هر خانواده اي داره مثل کسي که بازنده ست
81:56,81:59,"who doesn't make the grade, who stumbles,",کسي که نمراتش خوب نيست کسي که لکنت داره
81:59,82:01,who life trips up.,کسي که زندگيش پر از سقوط وشکسته
82:02,82:04,Maybe I'm our faller.,شايد من بازنده مونم
82:05,82:06,No.,نه
82:07,82:08,No.,نه
82:15,82:18,Okay. I'm gonna tell you a secret.,باشه، ميخوام يه رازي رو بهت بگم
82:19,82:21,And you have to promise to keep it.,وبايد بهم قول بدي پيش خودت نگهش ميداري
82:21,82:23,We've always kept secrets.,ما هميشه راز نگه ميداريم
82:23,82:24,We have?,نگه ميداريم؟
82:24,82:27,"You promise you won't ever, ever, ever,",،قول ميدي، که هيچ وقت، هيچ وقت ،هيچ وقت
82:27,82:30,"ever, ever, ever, ever,",،هيچ وقت، هيچ وقت ،هيچ وقت، هيچ وقت
82:30,82:33,"ever, ever, ever, ever tell?",،هيچ وقت، هيچ وقت هيچ وقت، هيچ وقت، نميگي؟
82:33,82:34,Yes.,آره
82:40,82:42,I can travel in time.,ميتونم تو زمان سفر کنم
82:45,82:48,Why are we standing in the cupboard under the stairs?,چرا توي گنجه زير پله ها وايساديم؟
82:48,82:49,Because we're gonna go back in time,چون ميخوايم برگرديم عقب تو زمان و قراره يه سري کار هارو متفاوت تر انجام بدي
82:50,82:51,and you're gonna do some things differently.,چون ميخوايم برگرديم عقب تو زمان و قراره يه سري کار هارو متفاوت تر انجام بدي
82:51,82:53,I love it when you're funny.,وقتي با نمکي خوشم مياد
82:53,82:56,Grab my hand. Close your eyes.,دستمو بگير، چشماتوببند
83:13,83:16,"Oh, my God! Oh, my God!",!خداي من! خداي من
83:17,83:21,"Oh, my arsing God in a box.",خداي من
83:25,83:27,You're kidding?,شوخي ميکني؟
83:27,83:28,I can go anywhere in time and you bring,ميتونم تو زمان هرجا برم و منو برميگردوني به بدترين مهموني
83:28,83:30,me back to the worst party of all time.,ميتونم تو زمان هرجا برم و منو برميگردوني به بدترين مهموني
83:30,83:33,'Fraid so. Let's go.,متأسفم اينطوره، بريم
83:35,83:36,We've got work to do.,کار داريم
83:37,83:38,What work?,چي کاري؟
83:38,83:41,Making sure you do not meet Jimmy Kincade.,مطمئن بشيم که جيمي کينکيد نبيني
83:41,83:42,"Quick, in here.",زودباش، برو اينجا
83:44,83:46,But he's about to fall in love with me!,!اما ميخواد عاشق من بشه
83:46,83:48,Not this time he isn't.,نه ايندفعه نيست
83:57,84:01,"Who's the pretty looking girl? It's Jennifer, isn't it?",اين دختر خوشگله کيه؟ جنيفر ــه، درسته؟
84:01,84:02,Yeah.,آره
84:02,84:03,Wild!,!خودشيفته
84:03,84:05,"I like your skirt, Jennifer.",از دامنت خوشم مياد، جنيفر
84:05,84:06,Thank you.,ممنونم
84:06,84:09,"Right, I get it.",درسته، فهميدم
84:09,84:13,"If he hadn't met me, he would have just had sex with someone else.",اگه من رو نديده بود، با يه نفر ديگه سکس ميکرد
84:13,84:15,"Nip it in the bud, eh?",از اولش تمومش کنيم؟
84:18,84:20,"Excuse me, Jimmy.",ببخشيد، جيمي
84:21,84:23,Sorry. Do I know you?,،ببخشيد ميشناسمت؟
84:23,84:25,"Yeah, you do.",آره، ميشناسي
84:26,84:28,Very well. Sorry.,خيلي خوب، ببخشيد
84:28,84:31,And this is what I should have done right at the start.,و اين کاري بود که بايد از اولش ميکردم
84:37,84:40,"Happy New Year, everybody. Happy New Year.",سال نو مبارک، همگي سال نو مبارک
84:40,84:42,And back to the cupboard.,وبرگرد به گنجه
84:45,84:46,Amazing!,!عالي بود
84:46,84:47,What happens now?,حالا چي ميشه؟
84:47,84:49,God knows.,خدا ميدونه
84:49,84:51,What I'm hoping is that from this moment on,اميدوارم از اين لحظه به بعد از
84:51,84:54,you avoid the sleazy bad guys because they're sleazy and bad.,مرداي بد و عوضي دوري کني چون اونا عوضي و بد هستن
84:54,84:56,When did you get so serious?,از کي تا حالا اينقدر جدي شدي؟
84:56,84:59,Since it occurred to me that I might lose you.,از موقعي که به فکرم افتاد ممکنه از دستت بدم
85:01,85:04,"Brace yourself, this could be weird.",،خودتو محکم کن ممکنه عجيب بشه
85:05,85:07,Things will have changed.,اوضاع عوض ميشه
85:13,85:14,"Oh, my God.",خداي من
85:15,85:16,What?,چي؟
85:16,85:17,Jay.,جِي
85:17,85:19,Jay Jay? Yes.,جِي جِي؟ آره
85:19,85:23,"And he's adorable. Oh, my God.",و اون قابل ستايشه، خداي من
85:24,85:25,"Right,",،درسته
85:26,85:27,let's do this.,بيا انجامش بديم
85:33,85:35,"Come on, you two.",بجنبيد، شما دوتا
85:36,85:39,Mum's just cracked open a packet of biscuits.,مامان همين الان يه بسته بيسکوييت باز کرد
85:44,85:47,I've got something in mind for you.,تو ذهنم برات يه کاري دارم
85:47,85:48,I know what you're gonna say.,ميدونم ميخواي چي بگي
85:48,85:49,Have a biscuit and come and help me.,يه بيسکوييت بردار و بيا کمکم کن
85:51,85:53,But leave the rest for Uncle D.,اما بقيشو بزار براي عمو دي
85:56,85:58,It's just tidying really.,فقط يه مرتب کردنه
85:58,86:00,You all right? I missed you. Yeah.,توخوبي؟ دلم برات تنگ شده بود آره
86:01,86:02,Your mum wants me to do some gardening.,مامانت ميخواد يکم باغبوني کنم، باشه
86:02,86:04,Okay.,مامانت ميخواد يکم باغبوني کنم، باشه
86:06,86:09,"It's tidying up, it's all a bit out of control.",،يه کم مرتب کردنه همه چي از کنترل خارج شده بهم ريخته
86:09,86:11,"Anything that looks dead, out.",هر چي به نظر از بين رفته، بنداز بيرون
86:11,86:14,This is what we're looking for. Okay? All this.,ما دنبال اين بوديم، باشه؟ بسيارخب
86:14,86:15,Dead stuff. See this.,چيزاي مرده، اينو ميبيني
86:18,86:20,"They've torn them to shreds, haven't they?",اونا تبديل به خرده ريزش کردن، نکردن؟
86:33,86:35,How did everything go?,اوضاع چطور پيش رفت؟
86:35,86:37,Immensely satisfactory.,بي اندازه رضايت بخش
86:37,86:41,I'm so happy. Oh! I wanna hear all about it.,خيلي خوشحالم، ميخوام همه چيزودرباره اش بدونم
86:41,86:43,Will you do dinner for us because there's,ميتوني برامون شام درست کني چون يه کاري هست
86:43,86:45,something I have to do before 6:00 or I'll get fired?,که بايد قبل از ساعت 6 انجام بدم يا اخراج ميشم؟
86:45,86:48,Yeah. I can't think of anything I'd love to do more.,آره، انجام کار ديگه اي رو بيشتر از اين دوست ندارم
86:48,86:51,"Okay, where is the most fabulous person in the world?",بسيارخب، بي نظير ترين فرد دنيا کجاست؟
86:52,86:56,Come to your dad and get mashed up food shoved into your mouth!,!بيا پيش بابات و غذاهاي له شده رو بکن تو دهنت
87:04,87:05,"Hello there, little boy.",سلام به تو، پسر کوچولو
87:09,87:10,You just,توفقط
87:11,87:13,wait there and I'll be back in a minute.,.همينجا منتظر باش تايه دقيقه ديگه ميام
87:25,87:27,"Dad, can I have a quick word?",بابا، ميشه باهات حرف بزنم؟
87:27,87:29,Yeah. Sure.,آره، البته
87:31,87:33,"I can't go back past the birth again, can I?",نميتونم به قبل تولدبرگردم، ميتونم؟
87:33,87:35,No. I should have mentioned that.,نه، بايد بهش اشاره ميکردم
87:35,87:38,You're okay till it comes out but the exact,تاوقتي که بيرون بياد خوبي اما
87:38,87:40,sperm at the exact moment got you this,اسپرم مشخص در زمان مشخص اين
87:40,87:42,"particular baby,",،بچه بخصوص بهت داد
87:42,87:43,so if you do anything the tiniest bit,بنابراين اگه حتي ذره اي
87:44,87:45,"different, you'll have a different child.",متفاوت عمل کني، تو يه بچه متفاوت خواهي داشت
87:47,87:52,"So, every day up 'til yesterday is as it will always be? Lost?",بنابراين، هر روز تا ديروز مثل هميشه ست؟ گم شده؟
87:53,87:55,Just like for everyone else.,درست مثل براي بقيه افراد
87:55,87:57,Okay. Interesting.,باشه، جالبه
87:58,88:01,"Tough. I love you, Dad. I've gotta go.",سخته، دوستت دارم، پدر بايد برم
88:25,88:27,- Go home. - No.,نه
88:27,88:29,We're not leaving this room until we find,ما اين اتاق ترک نميکنيم تا وقتي که يه راهي
88:29,88:33,a way of making sure this never happens again.,پيدا کنيم که اين ديگه هيچوقت اتفاق نميوفته
88:46,88:47,Will you go now?,حالا ميريد؟
89:01,89:03,"I have to leave Jimmy, don't I?",بايد جيمي رو ول کنم، نبايد؟
89:04,89:05,For good.,براي دلايل خوب
89:06,89:08,And,وبايد مشروب خوردن رو تموم کنم
89:08,89:10,I have to stop drinking.,وبايد مشروب خوردن رو تموم کنم
89:13,89:15,And stop leaving jobs.,و ترک کردن محل کار
89:17,89:21,And I have to go out with someone,...و بايد با کسي برم بيرون که
89:21,89:24,nice and boring.,.مودب وکسل کننده ست
89:27,89:28,Yay.,آره
89:32,89:35,"And, you know, nice isn't necessarily boring.",و ميدوني، مودب بودن لزوماً کسل کننده نيست
89:35,89:36,Like who?,مثل کي؟
89:37,89:39,Matt Damon?,مت ديمون؟
89:39,89:40,Okay.,باشه
89:41,89:43,I'll go out with Matt Damon.,من با مت ديمون ميرم بيرون
89:43,89:46,"Tell me, have you seen Jay recently?",،بگو بينم جي رو جديداً نديدي؟
89:46,89:51,"Your Jay? What, sticky-up hair Jay? Looks a bit like a muppet Jay?",جي تو؟ چي، جي مو چسبيده رو ميگي؟ (يکم شبيه مافيت هاست؟(برنامه کارتوني عروسکي
89:51,89:52,Yes.,آره
89:53,89:56,He just popped into my head. He's always had a crush on you.,يهو به ذهنم رسيد هميشه بهت نظر داشت
89:56,89:58,Really? Yeah.,واقعاً؟ آره
90:00,90:01,Weird!,!عجيبه
90:01,90:04,Thinking of asking him to dinner. Are you free?,فکر ميکنم شام دعوتش کنيم وقت داري؟
90:04,90:07,Might be. Might have to freshen up a bit first.,احتمالاً، قبلش بايد يکم به خودم برسم
90:08,90:10,Yeah. You look shit.,آره، خيلي داغون به نظر ميرسي
90:17,90:18,Joanna.,جونا
90:18,90:19,"Oh, thank Christ you're back.",خدارو شکر برگشتي
90:20,90:21,It's been a total nightmare.,يه کابوس بود
90:21,90:23,I know. It's all fine anyway.,ميدونم ، به هر حال همه چيز خوبه
90:23,90:25,Where is she?,کجاست؟
90:25,90:26,It was the single worst night of my life.,اين تنها شب مزخرف من تو کل زندگيم بود پوزي کجاست؟
90:27,90:28,Where's Posy?,اين تنها شب مزخرف من تو کل زندگيم بود پوزي کجاست؟
90:29,90:31,There she is! Hello!,!اونجاست! سلام
90:31,90:34,Hello! Hello.,سلام! سلام
90:34,90:36,"Darling, how are you doing?",عزيزم، چطوري؟
90:40,90:42,Let's have another one.,بيا يه بچه ديگه بياريم
90:44,90:47,"Oh, screw that. No.",عمراً، نه
90:49,90:52,That hurt and I got fat. Like fat-fat.,،درد داشت و من چاق شدم منظورم واقعاً چاقه
90:52,90:54,"Got a little bit fat, didn't she.",يکم چاق شده، نشده؟
90:54,90:56,Tell Mummy you want a sister.,به مامان بگو خواهر ميخواي
90:56,91:00,No. Tell Daddy you're happy being an only child.,نه، به بابا بگو با تک فرزند بودن خوشحال تري
91:02,91:05,<i>Fortunately we are young and careless and</i>,<i>خوشبختانه ما جوان و بي دقت هستيم و</i>
91:05,91:07,<i>it wasn't long before there were four of us.</i>,<i>طولي نکشيد که چهار نفر شديم</i>
91:07,91:11,"And this is incredible. Posy Lake, only 3 years old,",،و اين پوزي ليک شگفت انگيزه تنها سه سال داره
91:11,91:14,is about to break the women's 10 metre Olympic record.,کم مونده رکورد ده متري المپيک خانوم هارو بشکنه
91:14,91:18,"They're gonna do it. And here they are, they've done it! Fantastic.",!ميخوان اينکاو بکنن، و اينجا، تونستن، عاليه
91:18,91:21,That was brilliant. You're so good.,،عالي بود خيلي خوب بودي
91:21,91:22,Sleeping right through all that.,توش راحت خوابيدي
91:23,91:25,Can you help me? I'm so nervous.,ميشه کمکم کني؟ خيلي نگرانم
91:25,91:27,What do I wear for dinner with our bestselling author?,براي شام با نويسندمون چي بپوشم؟
91:27,91:30,Let me finish up with the monsters and I'll come right up.,بزار کارم با هيولا تمام بشه و ميام بالا
91:30,91:31,Great. Thank you.,عاليه، ممنونم
91:32,91:33,Go again.,دوباره برو
91:33,91:36,Okay. How about this?,باشه، اين چطوره؟
91:36,91:39,That's gorgeous. Job done. Yeah.,خوشگله، کار انجام شد، آره
91:39,91:42,No. Take it seriously. It's...,...نه، جدي باش، اين
91:43,91:46,"I don't know. No, I hate it.",نميدونم، نه، ازش بدم مياد
91:46,91:48,Yeah. It's boring and,آره، کسل کننده ست و
91:48,91:51,makes me look kind of lumpy.,منو شبيه يه جور احمق ميکنه
91:51,91:54,"No, you're right. It is boring and lumpy. I hate it.",،نه، حق با توئه، کسل کننده و ناجوره ازش متنفرم
91:56,91:58,Okay. What about this?,باشه، اين چطور؟
91:58,92:00,Gorgeous. We did it.,خوشگله، موفق شديم
92:00,92:03,"No, it's too breasty.",نه، زيادي سينش بيرونه
92:03,92:05,Is it? Okay.,هستش؟باشه
92:05,92:06,It's not too breasty.,اين زيادي سينه نما نيست
92:06,92:09,No. I'm not wearing these heels. I look like a prostitute.,،نه، من اين پاشنه بلندهارو نمي پوشم شبيه يه فاحشه شدم
92:09,92:11,"Not high heels, then.",پس پاشنه بلند نپوش
92:11,92:13,But then we have the short legs problem.,اما بعدش مشکل کوتاهي پاها رو داريم
92:13,92:15,"Well, do you want to look like a prostitute or a dwarf?",خب، ميخواي شبيه فاحشه باشي يا يه کوتوله؟
92:16,92:19,Warning. That's a warning.,اخطار، اون يه اخطاره
92:22,92:23,Yes!,!آره
92:23,92:24,No.,نه
92:28,92:29,No!,!نه
92:30,92:32,Now that I like.,حالا از اين خوشم اومد
92:33,92:35,"No, I'm just picking up the dress",نه، دارم لباسمو برميدارم
92:35,92:38,that this goes under. Such a bad boy.,،اين زير لباس ميمونه چه پسر بدي هستي
92:40,92:41,This one?,اين يکي؟
92:41,92:43,Not bad.,بد نيست
92:43,92:44,Or this one?,يا اين يکي؟
92:45,92:46,"It's a trick question, isn't it? Same dress.",يه سوال گمراه کننده ست، نيستش؟ !همون لباس قبلي، نه
92:46,92:47,No!,يه سوال گمراه کننده ست، نيستش؟ !همون لباس قبلي، نه
92:48,92:49,No?,نه؟
92:49,92:51,Okay. I don't think this one's too bad.,بسيارخب، فکر نکنم اين زياد بد باشه
92:52,92:53,"Yeah, it's fabulous.",آره، بي نظيره
92:54,92:55,Really? Yeah.,واقعاً؟ اره
92:56,92:58,Okay. Great. Good.,باشه، عاليه، خوبه
92:58,92:59,Um...,...اوم
93:00,93:01,How about the blue one?,آبي چطور؟
93:01,93:03,The blue one? Yeah.,آبيه؟ اره
93:03,93:06,"The first one that you tried on that was boring and lumpy,",،اولي که پوشيدي کسل کننده و زشت بود
93:06,93:09,"but that wasn't actually boring and lumpy, that one?",،اما اون زياد زشت و کسل کننده نبود اونيکي؟
93:09,93:11,"Yeah, which do you prefer?",آره، کدوم ترجيح ميدي؟
93:11,93:13,I don't know. I'm actually starting to go mad.,نميدونم، راستيتش کم کم دارم ديوونه ميشم
93:13,93:14,I think I like the blue one.,فکر کنم از آبيه خوشم اومد
93:14,93:16,Okay. Yeah.,باشه، آره
93:17,93:20,"Okay. Okay, let's go with this one, then?",بسيارخب، بسيارخب، پس بيا با اين بريم؟
93:20,93:22,You look amazing.,عالي به نظر ميرسي
93:22,93:23,Really? Yes.,واقعاً؟ آره
93:23,93:25,"Okay, thanks.",باشه، ممنونم
93:25,93:27,"Oh, God.",خدا
93:27,93:29,Where's Posy?,پوزي کجاست؟
93:29,93:31,I left her downstairs.,پايين پله ها ولش کردم
93:32,93:35,Not leaving the door open to the room with the manuscript in it?,در اتاقي که کتاب هاي دست خطي توش هست باز نذاشتي که؟
93:36,93:38,I don't think so.,فکر نکنم
93:39,93:41,Look at me. Look me in the eye TIM: Mmm-hmm.,نگام کن، بهم نگاه کن
93:41,93:45,And talk me through this. Basically my life is over.,،و از طريق اين باهام صحبت کن اساساً زندگيم تمومه
93:45,93:47,"I really need to go out for just like two minutes, maybe one.",،واقعاً بايد برم بيرون فقط براي 2 دقيقه ،شايدم يک دقيقه
93:47,93:49,Don't you dare!,!جرأتشو نکن
93:50,93:53,Don't you dare answer that! What am I gonna do?,!جرأت نکن جوابشو بدي ميخوام چيکار کنم؟
93:53,93:55,I think that we should really answer the phone.,فکرکنم بايد به تلفن جواب بديم
93:55,93:57,"If you answer the goddamn phone,",،اگه به تلفن لعنتي جواب بدي
93:57,93:58,I will kill you with the phone.,با تلفن ميکشمت
93:58,94:02,"I won't answer the phone, but I do need to get out.",،به تلفن جواب نميدم ،امابايدبرم بيرون
94:02,94:04,"No, no getting out, no getting out. No.",،نه، بيرون بي بيرون بيرون رفتن نداريم، نه
94:04,94:05,"Okay, right.",باشه، بسيارخب
94:05,94:07,"Oh! Sorry, Mr McEwan.",متأسفم،آقاي مک کوين
94:07,94:11,"We read most of your book but, you see, the rest of it was",،مابيشتر کتاباتونو خونديم، اما ميبينيد که، بقيشون
94:11,94:14,coloured on or shredded.,رنگي يا پاره شدن
94:15,94:16,Yeah.,آره
94:17,94:19,I had no idea Posy actually knew how to use,اصلاً نميدونستم پوزي حتي بلده چطور از اين
94:19,94:22,that machine. In a way that's impressive.,،دستگاه استفاده کنه يه جورايي واقعاً تحسين برانگيزه
94:23,94:26,What is it? How can I help you?,چيه؟ چطور ميتونم کمکتون کنم؟
94:28,94:30,"Oh, Mary. Uh...",مـــري
94:31,94:33,"No, everything... Sorry.",نه، همه چي...متأسفم
94:34,94:36,Your son will explain.,پسرتون توضيح ميده
94:36,94:38,It's your mother.,مامانته
94:39,94:40,"Hi, Mum.",سلام، مادر
94:45,94:47,"No, no, it's okay. We'll...",...نه، نه، همه چي خوبه، ما
94:48,94:49,We'll come straight down.,مستقيم ميايم اونجا
94:50,94:52,"Okay, bye.",باشه، خداحافظ
95:06,95:07,"Hello, darling.",سلام، عزيزم
95:08,95:09,Mum. How are you?,مامان، چطوري؟
95:10,95:11,Honestly?,صادقانه؟
95:11,95:12,Why not?,چرا نه؟
95:13,95:15,I am fucking furious.,آتيشي شدم
95:16,95:21,I am so uninterested in a life without your father.,بدون پدرت به زندگي هيچ علاقه اي ندارم
95:22,95:24,"Mary. Come on, let's make some tea.",مــري، بيا تو بريم يکم چاي درست کنيم
95:25,95:26,How are you?,حالت چطوره؟
95:26,95:27,"Yeah, I'm fine.",آره، خوبم
95:28,95:29,Did you eat?,خوردي؟
95:29,95:30,"Yes, of course.",بله، البته
95:36,95:37,Desmond.,دزموند
95:38,95:39,How are you?,حالت چطوره؟
95:39,95:41,"I'm very well, thanks.",خيلي خوبم، ممنون
95:41,95:43,Though a little hot.,گرچه يکم احساس گرما ميکنم
95:44,95:45,Hmm.,
95:47,95:50,"Your father, I think, is not so well.",،پدرت فکر ميکنم، زياد خوب نيست
95:51,95:52,Cancer.,سرطان
95:53,95:54,Yes.,آره
95:55,95:57,"I'm very unhappy about it, Tim.",واقعاً در موردش ناراحت ام، تـــيم
95:59,96:01,At your wedding he said he loved me.,تو عروسيت گفت که دوستم داره
96:02,96:04,He does. I know.,،داره - ميدونم -
96:06,96:08,That was the best day of my life.,اون بهترين روز زندگيم بود
96:11,96:13,So this is probably the worst.,پس احتمالاً اين بدترين روزشه
96:19,96:20,Dad.,پدر
96:23,96:24,"Oh, for God's sake.",به خاطر خدا
96:25,96:27,"Not you, too.",تو ديگه نه
96:27,96:28,What?,چي؟
96:28,96:32,"Well, Kit Kat's just rolled up blubbing her eyes out and now you're here.",خب، کيت کت همين الان اشک تو چشماش جمع شد حالا تو اينجايي
96:32,96:33,What's Mum been saying?,مامان چي ميگفت؟
96:34,96:35,The truth.,حقيقت
96:35,96:36,"Yeah, well,",،آره، خب
96:37,96:39,apart from that?,غير از اون؟
96:40,96:42,It may have been the smoking but I couldn't,ممکنه مال سيگار کشيدن باشه اما نميتونستم
96:42,96:45,undo that as it was before you were all born.,تغييرش بدم چون مال قبل اينکه تو به دنيا بياي بود
96:46,96:48,"And anyway, your mother definitely wouldn't have gone out with me",و به هرحال، مادرت قطعاً اگه همچين
96:48,96:51,if I hadn't been such a sexy smoker.,،سيگار کش جذابي نبودم باهام بيرون نميومد
96:54,96:58,"I did get diagnosed as soon as possible, but it was too late.",،به محض اينکه ممکن بود تشخيص داده شدم اما دير شده بود
97:00,97:01,How long have we got?,چقدر وقت داريم؟
97:01,97:03,"You know,",ميدوني که، ممکنه يه سال باشه
97:03,97:05,"it, it could be",ميدوني که، ممکنه يه سال باشه
97:05,97:07,years.,ميدوني که، ممکنه يه سال باشه
97:09,97:11,How long really?,دقيقاً چقدر؟
97:14,97:15,"Weeks, I'm afraid.",متأسفانه، چند هفته
97:23,97:25,Have we had this conversation before?,قبلاً اين گفت و گو رو  داشتيم؟
97:28,97:29,Yeah.,آره
97:31,97:33,What happened?,چه اتفاقي افتاد؟
97:33,97:35,I rather let myself down.,ترجيح دادم خودمو نااميد کنم
97:36,97:37,I hugged you.,بغلت کردم
97:57,97:58,Sorry.,متأسفم
97:58,98:01,I think I just thought with the time thing...,...فکر ميکنم، فقط فکر کردم با موضوع سفر درزمان
98:01,98:03,"No, I never said we could fix things.",نه، هيچ وقت نگفتم ميتونيم اوضاع رودرست کنيم
98:03,98:06,I specifically never said that.,هيچ وقت نگفتم
98:06,98:08,"Life's a mixed bag, no matter who you are.",،زندگي مثل يک چمدان درهم برهمه مهم نيست کي هستي
98:08,98:10,"Look at Jesus. He was the Son of God,",،به مسيح نگاه کن اون پسر خدا بود
98:10,98:12,"for God's sake, and look how that turned out.",به خاطر خدا هم شده، و ببين چطور شد
98:12,98:14,"I know, but",ميدونم، اما
98:15,98:17,you must see I feel a bit cheated.,بايد متوجه بشي من احساس ميکنم يکم فريبم دادن
98:17,98:20,"Don't. In fact, feel the opposite.",،نه نکن، درحقيقت، برعکسشه
98:20,98:22,The only people who give up work at 50,تنها اونايي که از کار تو سن 50 سالگي بازنشسته ميشن
98:22,98:25,are the time travellers with cancer who want,مسافرين زمان با سرطان هستن که ميخوان
98:25,98:27,to play more table tennis with their sons.,با پسرشون تنيس روي ميز بيشتري بازي کنن
98:29,98:30,Right.,درسته
98:32,98:34,So that's been the deal?,پس موضوع اين بود؟
98:36,98:40,I'm sorry we had to call. It's suddenly got very bad.,،متأسفم مجبور شديم زنگ بزنيم يهويي همه چي خراب شد
98:46,98:51,"And I have something very important to tell you. Or, let me check,",،يا، بزار ببينم
98:51,98:54,"do you want to know the big secret,",،ميخواي راز بزرگ بدوني
98:54,98:56,or would you rather find it out for yourself like I did?,يا ترجيح ميدي براي خودت پيداش کني همونطور که من پيدا کردم؟
98:56,98:58,"Oh, Christ, there's another secret?",،يا حضرت مسيح يه راز ديگه هم هست؟
98:59,99:02,Less dramatic. Much more important.,،کمتر داراماتيکه بيشتر مهمه
99:03,99:06,The real mothership.,نکته اصلي تمام اين قضايا
99:08,99:11,"No, go on. Tell me.",نه، ادامه بده، بهم بگو
99:11,99:13,Let's save some time.,بزار يه کم وقت ذخيره کنيم
99:18,99:22,<i>And so he told me his secret formula for happiness.</i>,،و بنابراين راز فرمول براي شادماني بهم گفت
99:24,99:26,<i>Part one of the two part plan</i>,قسمت اول از دو قسمت نقشه
99:26,99:28,"<i>was that I should just get on with ordinary life,</i>",،اين بود که بايد با زندگي معموليم پيش برم
99:28,99:31,"<i>living it day by day, like anyone else.</i>",،روز بعد روزشو زندگي کنم مثل هر کسي
99:37,99:42,"This is our current statement with a revised paragraph there, highlighted.",،اين اظهاريه کنوني ما با پاراگراف اصلاح شده ست بارنگ روشن مشخص شده
99:45,99:47,"Rupert. Rupert, is that the best you can do?",،روپرت، روپرت بهترين کاري که از دستت بر مياد همينه؟
99:49,99:52,No. Absolutely not. We can change that.,،نه، البته که نه ميتونيم تغييرش بديم
99:52,99:53,Item number two.,،ماده شماره دو
100:01,100:04,"Good afternoon, sir. Are you eating in or taking away today?",،عصر بخير، قربان امروز اينجا ميخوريد يا با خودتون ميبريد؟
100:04,100:05,"Take away, please.",،ميبرم، لطفاً
100:05,100:07,Yeah? No problem.,آره؟ مشکلي نيست
100:07,100:11,"Lovely, that's 4.24 then, please, sir. Thank you kindly.",،عاليه، ميشه 4.24 دلار،آقا خيلي ممنون از شما
100:11,100:14,"Lovely. And there's your change, sir. 76 pence change.",خوبه واين هم بقيتون، آقا هفتاد شِش پني پول خورد
100:14,100:16,Thanks. Thank you. Hello there.,ممنون، ممنونم، سلام به شما
100:16,100:17,Are you eating in or taking away?,اينجا ميل ميکنيد يا با خودتون ميبريد؟
100:23,100:27,"Do you find the Defendant, John Welbeck, guilty or not guilty of fraud?",آيا مدعي عليه جان ولبک را متهم ميشناسيد يا خير؟
100:27,100:28,Not guilty.,گناه کار نيست
100:28,100:29,And that is the verdict of you all?,واون نظر همگي شماست؟ بله ممنونم، ميتونيد بشينيد
100:29,100:30,Yes.,واون نظر همگي شماست؟ بله ممنونم، ميتونيد بشينيد
100:30,100:32,Thank you. You may be seated.,واون نظر همگي شماست؟ بله ممنونم، ميتونيد بشينيد
100:32,100:33,Thank God.,خداروشکر
100:33,100:35,Let the Defendant be discharged.,اجازه بديد مدعي عليه سلب اتهام بشوند
100:36,100:38,Be upstanding in court.,در دادگاه برخيزيد
100:51,100:53,Lights out? Yeah.,چراغ ها خاموش؟ - آره -
100:54,100:55,Tough day.,،روز سختي بود
100:56,100:59,<i>But then came part two of Dad's plan.</i>,<i>اما بعدش زمان قسمت دوم از نقشه پدر بود</i>
101:01,101:05,<i>He told me to live every day again almost exactly the same.</i>,<i>اون بهم گفت که هر روز، تقريباً مثل روز قبل زندگي کنم</i>
101:06,101:08,<i>The first time with all the tensions and worries that</i>,<i>اولين بار با تمام تنش ها و نگراني ها که</i>
101:08,101:11,"<i>stop us noticing how sweet the world can be,</i>",<i>مارو از فهميدن اينکه دنيا چقدر ميتونه زيبا باشه نگه ميداره</i>
101:12,101:14,<i>but the second time noticing.</i>,<i>اما براي دومين بار بهش پي ببرم</i>
101:14,101:16,"Okay, Dad.",خب، پدر
101:16,101:18,Let's give it a go.,بيا امتحانش کنيم
101:23,101:25,What's our statement at the moment?,اظهاريه ما در اين لحظه چيه؟
101:26,101:28,This is it with the revised...,...اينه ، تصحيح شده
101:34,101:38,"Robert, this does not pass. Is this the best you can do?",رابرت، اين شدني نيست اين بهترين کاريه که ميتوني بکني؟
101:40,101:42,I'll leave you two to thrash this out.,تنهاتون ميزارم تاتصميم درستي بگيريد
101:45,101:46,Ooh.,اوه
101:48,101:50,"Good afternoon, sir. Good afternoon.",عصر بخير، قربان، عصر بخير
