03:58,04:00,"Well, it's not very scientific, Murph.",خب، زیادم علمی نیست، مورف,خب، زیادم علمی نیست، مورف,بابا. بهش بگو - خب، اين خيلي علمي نيست، مورف -,خب، زیادم علمی نیست، مورف,".""خب، این یه چیز علمی نیست ""مورف",خب، این خیلی پایه و اساس علمی نداره مورف,"بابا، بهش بگو - ""خب، این خیلی علمی نیست، ""مرف -",بابا. بهش بگو - خب، اين خيلي علمي نيست، مورف -,خب، از لحاظ علمي همچين چيزي درست نيست، مورف,"""خب این خیلی علمی نیست ، ""مورف",بابا. بهش بگو - خب، اين خيلي علمي نيست، مورف -
04:00,04:02,You said science was about admitting what we don't know.,خودت گفتی علم درباره پذیرفتنِ چیزاییه که ما از اونا نمی‌دونیم,خودت گفتی علم درباره پذیرفتنِ چیزاییه که ما از اونا نمی‌دونیم,خودت گفتي علم يعني اعتراف کردن به چيزهايي که نمي‌دونيم,خودت گفتی علم درباره پذیرفتنِ چیزاییه که ما از اونا نمی‌دونیم,خودت گفتی علم در مورد .قبول کردن چیزهاییه که نمی‌دونیم,خودت گفتی علم یعنی پذیرفتن چیزایی که نمی‌دونیم,تو گفتی علم برای پذیرفتن چیزایی ـه که نمی دونیم - گیرت انداخت -,خودت گفتي علم يعني اعتراف کردن به چيزهايي که نمي‌دونيم,،خودت گفته بودي که علم بدرد تعريف از چيزايي ميخوره که نميدونيم,ولی خودت میگفتی اگه آدم از چیزی سر در نیاره دلیل نمیشه که علمی نباشه,خودت گفتي علم يعني اعتراف کردن به چيزهايي که نمي‌دونيم
04:03,04:05,- She's got you there. - Hey.,مراقب وسایل‌هامون باش,مراقب وسایل‌هامون باش,خوب جوابت رو داد - هي -,!حالا جوابشو بده,.مچتو گرفت، حالا اگه می‌تونی جوابشو بده - .هی، مراقب وسایلمون باش,!گیرت انداخت - ‏هی، برو دنبال خرت و پرتا بگرد -,تو گفتی علم برای پذیرفتن چیزایی ـه که نمی دونیم - گیرت انداخت -,خوب جوابت رو داد - هي -,مچتـو گرفت که,به خودت کشیده ها - هی -,خوب جوابت رو داد - هي -
04:05,04:06,Start looking after our stuff.,مراقب وسایل‌هامون باش,مراقب وسایل‌هامون باش,بايد مراقب تمام وسايلمون باشي,مراقب وسایل‌هامون باش,.مچتو گرفت، حالا اگه می‌تونی جوابشو بده - .هی، مراقب وسایلمون باش,!گیرت انداخت - ‏هی، برو دنبال خرت و پرتا بگرد -,دنبال همه خرت و پرتامون بگرد,بايد مراقب تمام وسايلمون باشي,بيشتر مراقب وسايلـت باش,از این به بعد بیشتر مراقب وسایلمون باش,بايد مراقب تمام وسايلمون باشي
04:08,04:09,Coop.,,,"""کوپ""",کوپ,".""کوپ""",‏کوپ,"""کوپ""","""کوپ""",کوپ,"""کوپر""","""کوپ"""
04:12,04:14,"All right, Murph, you want to talk science?",،حالا نگو که از روح و اینا می‌ترسی نه، تو باید فراتر از این باشی,،حالا نگو که از روح و اینا می‌ترسی نه، تو باید فراتر از این باشی,بسيار خب، مورف. ميخواي درباره علم صحبت کني؟,خیلی خب، مورف، میخوای علمی حرف بزنی؟,"،""خیلی خب ""مورف می‌خوای در مورد علم صحبت کنیم؟",‏خیلی‌خب مورف، می‌خوای درباره‌ی علم حرف بزنی؟,"اوکی. ""مرف""، می خوای از علم حرف بزنی",بسيار خب، مورف. ميخواي درباره علم صحبت کني؟,خب مورف، ميخواي علمـي حرف بزني؟,"خیلی خب ""مورف"" ، میخوای در مورد علم صحبت کنی ؟",بسيار خب، مورف. ميخواي درباره علم صحبت کني؟
04:15,04:19,"Don't tell me you're afraid of some ghost. No, you got to go further.",،حالا نگو که از روح و اینا می‌ترسی نه، تو باید فراتر از این باشی,،حالا نگو که از روح و اینا می‌ترسی نه، تو باید فراتر از این باشی,.فقط نگو که از يه روح ميترسي نه، بايد بيشتر کار کني,،حالا نگو که از روح و اینا می‌ترسی نه، تو باید فراتر از این باشی,،نگو گه از چندتا شبح می‌ترسی .نه، باید بیشتر در این مورد پیشرفت کنی,،‏فقط بهم نگو که از چندتا روح ترسیدی ‏نه، باید فراتر از این بری,بهم نگو که از یه سری روح می ترسی نه، باید بری جلوتر,.فقط نگو که از يه روح ميترسي نه، بايد بيشتر کار کني,.فقط نگو که اون يه روحـه و ازش ميترسي نه، بايد بيشتر کاوش کني,بهم نگو که از چند تا روح ترسیدی تو بیشتر از این حرفایی,.فقط نگو که از يه روح ميترسي نه، بايد بيشتر کار کني
04:19,04:22,"You got to record the facts, analyze, get to the how and the why...","بعد بطور منطقی ""چرا و چگونه"" این رو پیدا کنی و نتایج رو بهم نشون بدی. قبول؟","بعد بطور منطقی ""چرا و چگونه"" این رو پیدا کنی و نتایج رو بهم نشون بدی. قبول؟",،بايد حقيقت‌ها رو ثبت کني، تحليل‌شون کني ...بفهمي که چرا و چگونه اتفاق ميفتن,...باید وقایع رو ضبط کنی، آنالیزشون کنی,،باید تمام داده‌ها رو ثبت کنی .آنالیز کنی، چون و چرای قضیه رو بررسی کنی,،‏باید حقایق رو تو ذهنت ثبت کنی ...‏تحلیل‌شون کنی و سبب و,...باید حقایق رو ثبت کنی، آنالیز کنی,،بايد حقيقت‌ها رو ثبت کني، تحليل‌شون کني ...بفهمي که چرا و چگونه اتفاق ميفتن,،بايد وقايع رو يادداشت کني و آناليزشـون کني ...ابعاد مسئله رو بيشتر بررسي کني,شروع کن به ثبت حقایق ، تحلیلشون کن ...از خودت بپرس چرا و چجوری ؟,،بايد حقيقت‌ها رو ثبت کني، تحليل‌شون کني ...بفهمي که چرا و چگونه اتفاق ميفتن
04:22,04:25,then present your conclusions. Deal?,"بعد بطور منطقی ""چرا و چگونه"" این رو پیدا کنی و نتایج رو بهم نشون بدی. قبول؟","بعد بطور منطقی ""چرا و چگونه"" این رو پیدا کنی و نتایج رو بهم نشون بدی. قبول؟",و به نتيجه برسي. قبوله؟,"بعد بطور منطقی ""چرا و چگونه"" این رو پیدا کنی و نتایج رو بهم نشون بدی. قبول؟",و در نهایت نتیجه گیری کنی، قبوله؟,‏دلیلش رو پیدا کنی و نتیجه بگیری، قبوله؟,و به چجوری و چرا برسی و نتیجه رو مهیا کنی... قبوله؟,و به نتيجه برسي. قبوله؟,بعدش از اونها به يه نتيجه برسي، قبول؟,بعدش نتایج رو برام بیار ، قبول ؟ ...,و به نتيجه برسي. قبوله؟
04:26,04:27,- Deal. - All right.,خیلی خب,خیلی خب,قبوله - بسيار خب -,خیلی خب,.قبوله - !خیلی خب -,‏- قبوله ‏- باشه,قبوله - خیله خب -,قبوله - بسيار خب -,قبول - خوبه -,قبول - خیلی خب -,قبوله - بسيار خب -
04:30,04:32,- Have a good day at school. - MAN: Hold up.,،مدرسه جلسه‌ی اولیا تشکیل داده اولیا، نه اولیای اولیا,،مدرسه جلسه‌ی اولیا تشکیل داده اولیا، نه اولیای اولیا,روز خوبي در مدرسه داشته باشين - وايسا -,روز خوبی تو مدرسه داشته باشی,.روز خوبی تو مدرسه داشته باشی - .صبر کن -,‏- مدرسه خوش بگذره ‏- وایسا,تو مدرسه روز خوبی داشته باشی - صبرکن -,روز خوبي در مدرسه داشته باشين - وايسا -,تو مدرسه روز خوبي داشته باشي - صبر کن -,روز خوبی تو مدرسه داشته باشین - صبر کن -,روز خوبي در مدرسه داشته باشين - وايسا -
04:32,04:35,Parent-teacher conferences. Parent.,،مدرسه جلسه‌ی اولیا تشکیل داده اولیا، نه اولیای اولیا,،مدرسه جلسه‌ی اولیا تشکیل داده اولیا، نه اولیای اولیا,.انجمن اوليا و مربيان .اوليا، نه پدربزرگ‌‌ها,،مدرسه جلسه‌ی اولیا تشکیل داده اولیا، نه اولیای اولیا,.کنفرانس اولیا - مربیان .اولیا، نه پدربزرگ و مادربزرگ,،‏جلسه‌ی اولیا و مربیان ‏پدر مادر، نه پدربزرگ و مادربزرگ,گفتگوی جلسه اولیا-مربیان، اولیا نه پدر اولیا,.انجمن اوليا و مربيان .اوليا، نه پدربزرگ‌‌ها,...از مدرسه ميخوان با پدرش ملاقات کنن. با پدرش,جلسه ی اولیاء - مربیان ، اولیا,.انجمن اوليا و مربيان .اوليا، نه پدربزرگ‌‌ها
04:35,04:37,Not grandparent.,،مدرسه جلسه‌ی اولیا تشکیل داده اولیا، نه اولیای اولیا,،مدرسه جلسه‌ی اولیا تشکیل داده اولیا، نه اولیای اولیا,.انجمن اوليا و مربيان .اوليا، نه پدربزرگ‌‌ها,،مدرسه جلسه‌ی اولیا تشکیل داده اولیا، نه اولیای اولیا,.کنفرانس اولیا - مربیان .اولیا، نه پدربزرگ و مادربزرگ,،‏جلسه‌ی اولیا و مربیان ‏پدر مادر، نه پدربزرگ و مادربزرگ,گفتگوی جلسه اولیا-مربیان، اولیا نه پدر اولیا,.انجمن اوليا و مربيان .اوليا، نه پدربزرگ‌‌ها,نه پدربزرگـش,نه اولیای اولیا,.انجمن اوليا و مربيان .اوليا، نه پدربزرگ‌‌ها
04:37,04:39,(HORN HONKING),آروم پسرم اون طوفان گرد و خبار نیست,آروم پسرم اون طوفان گرد و خبار نیست,,,,,گفتگوی جلسه اولیا-مربیان، اولیا نه پدر اولیا,,,,
04:39,04:41,"Slow down, turbo!",آروم پسرم اون طوفان گرد و خبار نیست,آروم پسرم اون طوفان گرد و خبار نیست,آروم باش، عجول,آروم پسرم اون طوفان گرد و خبار نیست,!آروم باش پسر,!‏آروم بگیر توربو,آروم باش اون یه طوفان گردو خاک نیست,آروم باش، عجول,!يواشـتر، توربو,آروم تر ، بچه,آروم باش، عجول
