12:00,12:04,and they were killed in a landslide in South America.,و در آمریکای جنوبی، بر اثرِ,‫ریزشِ کوه توی آمریکای جنوبی,و در آمریکای جنوبی، بر اثرِ,‫و در رانش زمین در ‫آمریکای جنوبی کشته شدن.,و در یه رانش زمین در آمریکای جنوبی,بعد، بابا و مامان رو بُریدی، خدا؟
12:05,12:08,They pushed the boundaries of what was known...,مرزهای شناخته‌شده رو رد کردن,‫اونها مرزهای دانش بشر رو جابه‌جا کردن،,مرزهای شناخته‌شده رو رد کردن,‫اونها بدنبال کشف ‫چیزهای جدید بودن...,اونا مرزهای شناخته شده رو کنار زدن,کاشفان شجاعی بودن
12:09,12:10,and they paid the price.,و بهاش رو پرداخت,‫تاوانش رو هم دادن,و بهاش رو پرداخت,‫و بهاش رو پرداخت کردن.,و بهاش رو پرداختن,کاشفان شجاعی بودن
12:11,12:13,"But that is the only way to live, Bella.",ولی تنها راه زندگی همینه، بلا,‫تنها راه زندگی همینـه، بِلا,ولی تنها راه زندگی همینه، بلا,‫ولی تنها روش زندگی همینه، بلا.,ولی تنها راه زندگی کردن چنینه، بلا,و در یه رانش زمین در آمریکای جنوبی
12:14,12:17,They sent you to me to care for you.,فرستادنت پیش من تا ازت مراقبت کنم,‫تو رو فرستادن پیش من تا مراقبت باشم,فرستادنت پیش من تا ازت مراقبت کنم,‫تو رو فرستادن پیش من ‫تا مراقبت باشم.,تو رو به من سپردن تا مراقبت باشم,اونا مرزهای شناخته شده رو کنار زدن
12:20,12:21,Dead?,مُردن؟,‫مُردن؟,مُردن؟,‫مُردن؟,مُرده‌ن؟,و بهاش رو پرداختن
12:22,12:24,"I'm afraid so, my darling.",متاسفانه آره عزیزم,‫متأسفانه آره، عزیزم,متاسفانه آره عزیزم,‫متاسفانه آره، عزیزم.,متاسفانه بله، عزیزکم,ولی تنها راه زندگی کردن چنینه، بلا
12:26,12:28,Poor Bella.,بلای بی‌چاره,‫بِلای بیچاره,بلای بی‌چاره,‫بلای بیچاره.,بلای بیچاره,تو رو به من سپردن تا مراقبت باشم
12:30,12:31,But love God.,ولی گاد دوست,‫ولی گاد رو دوس.,ولی گاد دوست,‫ولی گاد رو دوست.,ولی خدا رو دوست داره,مُرده‌ن؟
12:37,12:38,Sleep here.,همین‌جا بخواب,‫همین‌جا بخواب,همین‌جا بخواب,‫اینجا بخواب.,همینجا بخواب,بلای بیچاره
12:40,12:41,No.,نه,‫نه,نه,‫نه.,نه,ولی خدا رو دوست داره
12:52,12:55,"Good night, dear Bella.",شبت به‌خیر بلا,‫شبت بخیر، بِلای عزیزم,شبت به‌خیر بلا,‫شب‌بخیر، بلای عزیز.,شب‌بخیر، بلای عزیزم,
12:59,13:01,"This, parents.",این، والدین,‫اینجا پِدره,این، والدین,‫اینجا، مامان بابام.,اینجا، بابا و مامانن,
13:02,13:03,"Peru, yes.",کشور پروئه، آره,‫پِرو هست، آره,کشور پروئه، آره,‫پرو، بله.,پِرو، درسته,شب‌بخیر، بلای عزیزم
13:06,13:08,Why you pen book every nut?,چرا تک‌تک بادوم‌ها رو نوشت؟,‫چرا هر مغزی که می‌خورم می‌نویسی؟,چرا تک‌تک بادوم‌ها رو نوشت؟,‫چرا هر بادومی که ‫میخورم رو یادداشت می‌کنی؟,چرا برای هر آجیل خوردنم خودکار تو کاغذ میره؟,
13:08,13:10,I must note down your nutritional intake.,باید میزان تغذیه‌ت رو یادداشت کنم,‫باید خورد و خوراکت رو ثبت کنم,باید میزان تغذیه‌ت رو یادداشت کنم,‫باید میزان غذایی که میخوری ‫رو ثبت کنم.,باید میزان تغذیه‌ت رو یادداشت کنم,اینجا، بابا و مامانن
13:16,13:17,How many?,چندتا؟,‫چند تا خوردم؟,چندتا؟,‫چندتان؟,چندتاست؟,چرا برای هر آجیل خوردنم خودکار تو کاغذ میره؟
13:23,13:25,Tell Bella other places.,به بلا، بقیه‌ی جاها بگو,‫جاهای دیگه رو هم نشون بِلا بده,به بلا، بقیه‌ی جاها بگو,‫بقیه جاها رو به بلا بگو.,جاهای دیگه رو هم به بلا بگو,
13:26,13:29,"That's Lisbon, Portugal.",.اینجا لیسبونه پایتخت پرتغال,‫اینجا لیسبونـه، پرتغال,.اینجا لیسبونه پایتخت پرتغال,‫اینجا لیسبون، پرتغاله.,اینجا لیسبونه، از کشور پرتغال,چندتاست؟
13:30,13:32,The south of France. The Alps.,جنوبِ فرانسه، رشته‌کوه آلپ,‫جنوب فرانسه. کوه‌های آلپ,جنوبِ فرانسه، رشته‌کوه آلپ,‫جنوب فرانسه. کوهستان آلپ.,جنوب فرانسه. رشته کوه‌های آلپ,
13:36,13:37,Australia.,استرالیاست,‫استرالیا,استرالیاست,‫استرالیا.,استرالیا,اینجا لیسبونه، از کشور پرتغال
13:38,13:40,"Far away and dangerous, in both people and animal.",دوره و هم مردمش و هم حیواناتش خطرناک هستن,‫هم دوره، هم مردم و حیواناتش خطرناکن,دوره و هم مردمش و هم حیواناتش خطرناک هستن,‫بسیار دور و خطرناک، ‫هم مردمش هم حیووناش.,خیلی دور و خطرناکه چه انسان‌ها و چه حیواناتش,اینجا لیسبونه، از کشور پرتغال
13:41,13:43,Bella want look at world.,بلا می‌خواد دنیا رو گشت,‫بِلا می‌خواد دنیا رو ببینه,بلا می‌خواد دنیا رو گشت,‫بلا میخواد دنیا رو ببینه.,بلا میخواد دنیا رو نگاه کنه,جنوب فرانسه. رشته کوه‌های آلپ
13:46,13:47,Just...,...فقط,‫ولی…,...فقط,‫فقط...,...فقط,استرالیا
13:48,13:49,Bella.,بلا؟ - هوم؟ -,‫- بِلا؟ ‫- هوم؟,بلا؟ - هوم؟ -,‫بلا.,بلا - همم؟ -,خیلی دور و خطرناکه چه انسان‌ها و چه حیواناتش
13:53,13:57,"Bella, I don't think we're allowed up here.",بلا، فکر نکنم اجازه‌ی اومدن به اینجا رو داشته باشیم,‫بِلا، اجازه نداریم بریم این بالا,بلا، فکر نکنم اجازه‌ی اومدن به اینجا رو داشته باشیم,‫بلا، فکر کنم اجازه نداریم ‫بیایم اینجا.,بلا، فکر نکنم اجازه بالا رفتن از اینجا رو داشته باشیم,...فقط
13:57,13:58,Let's just...,...بیا فقط,‫بیا…,...بیا فقط,‫بیا بریم...,...بیا فقط,
14:13,14:14,Bella.,بلا,‫بِلا,بلا,‫بلا.,بلا,
14:17,14:18,Bella.,بلا,‫بِلا,بلا,‫بلا.,بلا,
14:20,14:21,No.,نه,‫نه,نه,‫نه.,نه,
14:23,14:24,"Bella, this is dangerous.",بلا، این کار خطرناکه,‫بِلا، خطرناکه ها,بلا، این کار خطرناکه,‫بلا، این کار خطرناکه.,بلا، این کار خطرناکیه,بلا
14:41,14:42,Bella.,بلا,‫بِلا,بلا,‫بلا.,بلا,
14:44,14:45,"No, Bella.",نه، بلا,‫نه، بِلا,نه، بلا,‫نه، بلا.,نه، بلا,
15:05,15:06,God.,گاد,گاد,گاد,‫گاد.,خدا,
15:08,15:10,Outside must go.,بیرون باید رفت,‫باید بریم بیرون,بیرون باید رفت,‫بیرون برم باید.,باید برم بیرون,
15:11,15:14,"Outside? No, we work.",بیرون؟ نه، وقت کاره,‫بیرون؟ نه، کار می‌کنیم,بیرون؟ نه، وقت کاره,‫بیرون؟ نه، کار داریم.,بیرون؟ نه، ما مشغول کاریم,
15:14,15:15,Cut fingers?,انگشت می‌بریم؟,‫انگشت می‌بُری؟,انگشت می‌بریم؟,‫انگشت ببریم؟,چند تا انگشت ببریم؟,خدا
15:16,15:17,Candles take me. Candles.,.کندلز ببرتم کندلز,‫کندلز منو می‌بره. کندلز,.کندلز ببرتم کندلز,‫کندلز منو می‌بره. ‫کندلز.,کندلز میبرتم کندلز,خدا
15:18,15:19,Of course I can. If...,...البته که می‌تونم، اگر,‫معلومه… که می‌تونم ببرمش. ‫البته اگه…,...البته که می‌تونم، اگر,‫چشم. اگر اجازه...,...بله کـ ...بله که میتونم. اگه که,باید برم بیرون
15:19,15:20,No.,نه,‫نه,نه,‫نه.,نه,باید برم بیرون
15:20,15:22,Yes. Out!,آره. بیرون,‫آره. بریم بیرون!,آره. بیرون,‫چرا! بیرون!,چرا. بیرون,بیرون؟ نه، ما مشغول کاریم
15:22,15:23,Has she ever been outside?,تاحلا بیرون رفته؟,‫تاحالا پاش رو از خونه گذاشته بیرون؟,تاحلا بیرون رفته؟,‫تا حالا رفته بیرون؟,تابحال بیرون بوده؟,بیرون؟ نه، ما مشغول کاریم
15:24,15:25,No.,نه,‫نه,نه,‫نه.,نه,چند تا انگشت ببریم؟
15:25,15:28,I have created a perfectly entertaining and safe world for Bella.,من یک دنیای کاملا سرگرم‌کننده و امن,‫من یه دنیای امن و,من یک دنیای کاملا سرگرم‌کننده و امن,‫من اینجا رو تبدیل به یک دنیای ‫امن و مهیج برای بلا کردم.,من دنیایی تمام و کمال سرگرم‌کننده,کندلز میبرتم کندلز
15:29,15:30,Now.,همین الان,‫بریم,همین الان,‫الان!,الان,نه
15:31,15:33,- Bella. - Now!,بلا - همین الان -,‫- بِلا ‫- همین الان!,بلا - همین الان -,‫- بلا. ‫- فورا!,بلا - الان -,تابحال بیرون بوده؟
15:36,15:37,Now!,همین الان - بلا -,‫- یالا! ‫- بِلا,همین الان - بلا -,‫حالا!,الان - بلا -,من دنیایی تمام و کمال سرگرم‌کننده
15:37,15:38,Bella.,همین الان - بلا -,‫- یالا! ‫- بِلا,همین الان - بلا -,‫بلا.,الان - بلا -,و امنی رو برای بلا به وجود آورده‌م
16:05,16:09,"You know, so many things outside can kill you, Bella.",می‌دونی، خیلی چیزها اون بیرون هست که می‌تونه بکشتت,‫بیرون خونه خیلی چیزها ‫می‌تونن باعث مرگت بشن، بِلا,می‌دونی، خیلی چیزها اون بیرون هست که می‌تونه بکشتت,‫میدونی، این بیرون خیلی چیزها هست ‫که می‌تونه باعث مرگت بشه.,میدونی، خیلی چیزای بیرون میتونن به کشتنت بدن، بلا,
16:09,16:10,Kill dead?,کشتن مُردن؟,‫یعنی منو بکُشن؟,کشتن مُردن؟,‫یعنی کشته بشم؟,بُکُشنم بمیرم؟,
16:10,16:13,"Snakes, carriages, sharp-faced birds, earthquakes...",مار، کالسکه، پرنده‌های نوک‌تیز,‫مار، کالسکه، پرنده‌های شکاری،,مار، کالسکه، پرنده‌های نوک‌تیز,‫مار، تصادف با کالسکه، ‫پرنده‌های منقار بلند، زمین‌لرزه...,،مارها، کالسکه‌ها ،پرندگان نوک‌تیز,
16:14,16:16,inhalation of toxic grass seeds.,زمین‌لرزه، استنشاق سمِ بذر علف‌های مسموم,‫زلزله، استنشاق‌ بذر علف‌های سمی,زمین‌لرزه، استنشاق سمِ بذر علف‌های مسموم,‫استنشاق تخم علف سمی.,زلزله، استنشاق بذرهای سمی چمن,میدونی، خیلی چیزای بیرون میتونن به کشتنت بدن، بلا
16:43,16:44,Bella.,بلا,‫بِلا,بلا,‫بلا.,بلا,
16:45,16:46,Bella.,بلا,‫بِلا,بلا,‫بلا.,بلا,
