Start Time,End Time,English,Dune (2021) WebDl - UTF-8 [EDITED].srt,Dune 2021.srt,Dune. 2021.srt,Dune.2021. BluRay.srt,Dune.2021.1080p.BluRay.1600MB.DD2.0.x264-GalaxyRG.srt,Dune.2021.1080p.BluRay.REMUX.AVC.DTS-HD.MA.TrueHD.7.1.Atmos-FGT.srt,Dune.2021.1080p.BluRay.srt,Dune.2021.1080p.HMAX.WEB-DL.DDP5.1.Atmos.x264-EVO.Fa.srt,Dune.2021.1080p.HMAX.WEB-DL.v7[UTF-8].srt,Dune.2021.720p.1080p.720p.HMAX.WEB-DL.srt,Dune.2021.720p.1080p.BluRay.Fa.srt,Dune.2021.720p.BluRay.900MB.x264-GalaxyRG.srt,Dune.2021.BRRip.x264-ION10.srt,Dune.2021.BluRay.Per-SAHEB.srt,Dune.2021.BluRay.[@cinama_bestt].srt,Dune.2021.BluRay.srt,Dune.2021.HMAX.WEB-DL.Fa[UTF-8]v6.srt,Dune.2021.HMAX.WEB-DL.Per-SAHEB.srt,Dune.2021.WEB-DL.AC3-EVO.srt,Dune.2021._BluRay.v7[UTF-8].srt
75:47,75:48,"Good night, Dr. Yueh.",.شب خوش، دکتر یوئه,‫خدایا.,‫- شب‌خوش ارباب پل. ‫- شب بخیر دکتر یوئه.,‫- شب‌خوش ارباب پل. ‫- شب بخیر دکتر یوئه.,شب خوش، ارباب پاول - شب تو هم خوش، دکتر یوئه -,شب به خیر دکتر یوئه,‫شب خوش دکتر یوئه.,شب به خیر، دکتر یوئه,شب به‌خیر، دکتر یوئه,شب بخیر، ارباب پاول - شب بخیر، دکتر یوئه -,شب بخیر، ارباب پاول - شب بخیر، دکتر یوئه -,شب به خیر، دکتر یوئه,شب خوش، ارباب پاول - شب تو هم خوش، دکتر یوئه -,‏- شب خوبی داشته باشی، استاد پاول.‏ ‏- شب‌بخیر، دکتر یوئه.‏,شب خوبی داشته باشید ارباب پال -  شب بخیر دکتر یو -,شب بخیر، دکتر یوئه,شب به‌خیر، دکتر یوئه,,- شب خوش، ارباب پل. - شب بخیر، دکتر یوئی.,شب به‌خیر، دکتر یوئه
75:58,75:59,<i>You need to sleep.</i>,.باید بخوابی,,‫باید بخوابی.,‫باید بخوابی.,باید بخوابی,باید بخوابی,‫باید بخوابی.,باید بخوابی,باید بخوابی,باید بخوابی,باید بخوابی,باید بخوابی,باید بخوابی,باید بخوابی.‏,باید بخوابی,<i>باید بخوابی</i>,باید بخوابی,باید بخوابی.‏,باید بخوابی.,باید بخوابی
76:01,76:02,No.,.نه,,‫نه. اینطوری نه.,‫نه. اینطوری نه.,نه، اینطوری نه,.نه,‫نه.,نه، نه اینطوری,نه,نه، اینطوری نمیخوام,نه، اینطوری نمیخوام,نه، نه اینطوری,نه، اینطوری نه,نه، نه اینجوری.‏,نه، خوشم نمیاد,نه,نه,نه، نه اینجوری.‏,نه، با دارو نه.,نه
76:03,76:04,Not like that.,.این‏جوری نه,,‫نه. اینطوری نه.,‫نه. اینطوری نه.,نه، اینطوری نه,نه.اونجوری نه,‫اون جوری نه.,نه، نه اینطوری,اون‌طوری نه,نه، اینطوری نمیخوام,نه، اینطوری نمیخوام,نه، نه اینطوری,نه، اینطوری نه,نه، نه اینجوری.‏,نه، خوشم نمیاد,اینطوری نه,اون‌طوری نه,نه، نه اینجوری.‏,نه، با دارو نه.,اون‌طوری نه
76:20,76:21,I should have married you.,.باید باهات ازدواج می‏کردم,,‫باید باهات ازدواج میکردم.,‫باید باهات ازدواج میکردم.,باید باهات ازدواج میکردم,باید باهات ازدواج میکردم,‫کاش باهات ازدواج می‌کردم.,باید باهات ازدواج می‌کردم,باید باهات ازدواج می‌کردم,باید باهات ازدواج می‌کردم,باید باهات ازدواج می‌کردم,باید باهات ازدواج می‌کردم,باید باهات ازدواج میکردم,باید باهات ازدواج می‌کردم.‏,بهتر بود باهات ازدواج میکردم,باید باهات ازدواج می‌کردم,باید باهات ازدواج می‌کردم,باید باهات ازدواج می‌کردم.‏,باید باهات ازدواج می‌کردم.,باید باهات ازدواج می‌کردم
77:40,77:41,Hawat. Security.,.هاوات. حراست,,‫هاوات. تیم امنیبتی.,‫هاوات. تیم امنیبتی.,هاوات، تیم حفاظت,هاوات!مامورای امنیتی,‫هاوات. نگهبانا!,هاوات. نگهبانی,حواط. حراست,هاوات، تیم حفاظتی رو بفرست,هاوات، تیم حفاظتی رو بفرست,هاوات. نگهبانی,هاوات، تیم حفاظت,هاوات. حراست.‏,هاوات، محافظ,هاوات، حراست,حواط. حراست,هاوات. حراست.‏,حوات! نگهبانی!,حواط. حراست
77:44,77:45,Security.,.حراست,,‫تیم امنیبتی.قربان.,‫تیم امنیبتی.قربان.,!تیم حفاظت,.نگهبانا,‫نگهبانا!,!نگهبانی,حراست,!حفاظت,!حفاظت,!نگهبانی,!تیم حفاظت,حراست!‏,محافظ,!حراست,حراست,حراست!‏,نگهبانی!,حراست
78:48,78:50,Sir. Sir.,.قربان. قربان,,‫قربان ‫ قربان,‫قربان ‫ قربان,قربان. قربان,قربان.قربان,‫قربان. قربان.,قربان. قربان,قربان. قربان,قربان. قربان,قربان. قربان,قربان. قربان,قربان. قربان,قربان. قربان.‏,قربان، قربان,قربان. قربان,قربان. قربان,قربان. قربان.‏,قربان... قربان!,قربان. قربان
78:51,78:52,The shield's come down.,.سپر سرنگون شد,,‫سپر محافظ اومده پایین.,‫سپر محافظ اومده پایین.,سپر محافظ فرو ریخته,سپر از بین رفته,‫سپر غیرفعال شده.,سپر از بین رفته,دیوار محفاظ غیرفعال شده,حفاظ از بین رفته,حفاظ از بین رفته,سپر از بین رفته,سپر محافظ فرو ریخته,سپرها از کار افتاده.‏,سپر اومده پایین,سپر غیرفعال شده,دیوار محفاظ غیرفعال شده,سپرها از کار افتاده.‏,سپرها از کار افتاده‌ان.,دیوار محفاظ غیرفعال شده
79:02,79:03,God in heaven.,.خدای بزرگ,‫معامله‌ای با «بارون» کردم.,‫خدایا.,‫خدایا.,خدای بزرگ,پناه بر خدا,‫خدای بزرگ.,خدایا,پناه بر خدا,خدای بزرگ,خدای بزرگ,خدایا,خدای بزرگ,خدای من.‏,خدای من,خدای بزرگ,پناه بر خدا,خدای من.‏,پناه بر خدا.,پناه بر خدا
79:04,79:06,Get everything with guns off the ground! Go!,!همه‏ی اسلحه‏ها رو بردارید! برید,‫معامله‌ای با «بارون» کردم.,‫با هر چیزی که میتونید مسلح بشید. ‫ برید.,‫با هر چیزی که میتونید مسلح بشید. ‫ برید.,هرچی که سلاح داره رو !به پرواز دربیارین! برو,هرچیزی که مسلحه رو از زمین بلند کنین,‫همه تجهیزات مسلح از زمین بلند شن. حالا!,!هر چیز مُسلحی رو از زمین بلند کنید !برید,هر چی جنگنده داریم !به پرواز دربیارین! برین,!ترتیب هرکی که مسلحه رو بدید,!ترتیب هرکی که مسلحه رو بدید,!هر چیز مُسلحی رو از زمین بلند کنید !برید,هرچی که سلاح داره رو !به پرواز دربیارین! برو,هر سلاحی که پیدا می‌کنید بردارید! برید!‏,همه چیز رو با اسلحه از زمین جمع کنید، برو,تمام سلاح های جنگی رو به کار بندازید,هر چی جنگنده داریم !به پرواز دربیارین! برین,هر سلاحی که پیدا می‌کنید بردارید! برید!‏,هر چی هواپیمای مسلح هست از زمین بلند کنید! برید!,هر چی جنگنده داریم !به پرواز دربیارین! برین
79:51,79:52,Go! Go! Go!,!برید! برید! برید,‫آخرین نفست خواهد بود.,,,,! برو,‫برید برید برید!,,!بدویین! بدویین! بدویین,,,,,برید، برید، برید!‏,,!برید! برید! برید,!بدویین! بدویین! بدویین,برید، برید، برید!‏,,!بدویین! بدویین! بدویین
80:54,80:56,With me! With me!,!با من بیاید !با من بیاید,,‫دنبالم بیاید.,‫دنبالم بیاید.,!به دنبال من,.با من، با من,‫با من! با من!,!با من,!با من بیاین! با من بیاین,!همراه من,!همراه من,!با من,!به دنبال من,همه همراه من!‏,با من,!دنبالم بیاین! دنبالم بیاین,!با من بیاین! با من بیاین,همه همراه من!‏,افراد، به دنبال من!,!با من بیاین! با من بیاین
81:25,81:26,Atreides!,!آترِیدِس,,‫«اتریدیس»,‫«اتریدیس»,!آتردیس,اتریدس,‫آتریدیس!,!آتریدیس,!آترِییدیز,!آتریید,!آتریید,!آتریدیس,!آتردیس,آتریدیس!‏,اتردیس,!آتریدیز,!آترِییدیز,آتریدیس!‏,آتریدیز!,!آترِییدیز
81:27,81:28,Atreides!,,‫پل!,‫«اتریدیس»,‫«اتریدیس»,!آتردیس,اتریدس,‫آتریدیس!,!آتریدیس,!آترِییدیز,,!آتریید,!آتریدیس,!آتردیس,آتریدیس!‏,اتردیس,!آتریدیز,,,,!آترِییدیز
81:57,81:59,- Sardaukar! - Sardaukar!,!ساردَوکار - !ساردَوکار -,‫میتونیم صادقانه بگیم که ما نکشتیمشون.,‫«ساردوکار!»,‫«ساردوکار!»,!ساردوکار,ساردوکار ساردوکار,‫- ساردوکار! ‫- ساردوکار!,!ساردوکار,!ساردوکار - !ساردوکار -,!یگان ساردوکار,!یگان ساردوکار,!ساردوکار,!ساردوکار,سردوکارها!‏,سارداکار,!ساردوکار - !ساردوکار -,!ساردوکار - !ساردوکار -,سردوکارها!‏,ساردوکارها!,!ساردوکار - !ساردوکار -
82:22,82:23,"I'm sorry, my lord.",.متاسفم، سرورم,,‫متاسفم، سرورم.,‫متاسفم، سرورم.,متاسفم، سرورم,.متاسفم،سرورم,‫ببخشید سرورم.,متاسفم، سرورم,متأسفم، سرورم,معذرت میخوام سرورم,معذرت میخوام سرورم,متاسفم، سرورم,متاسفم، سرورم,عذر می‌خوام، سرورم.‏,متاسفم سرورم,متاسفم، سرورم,متأسفم، سرورم,عذر می‌خوام، سرورم.‏,متأسفم، سرورم.,متأسفم، سرورم
82:27,82:29,But I've made a bargain with the Baron.,.اما من با بارون توافقی کرده‏ام,,‫معامله‌ای با «بارون» کردم.,‫معامله‌ای با «بارون» کردم.,ولی با بارُن معامله کردم,ولی با بارون معامله کردم,‫ولی من با بارون معامله کردم.,ولی با بارون معامله کردم,"ولی من با ""بارون"" یه معامله کردم",اما من با بارون یک قرار گذاشتم,اما من با بارون یک قرار گذاشتم,ولی با بارون معامله کردم,ولی با بارُن معامله کردم,ولی من با بارون یه قراری گذاشتم.‏,اما من با بارون یه معامله کردم,ولی من با بارون معامله کردم,"من با ""بارون"" یه معامله کردم",ولی من با بارون یه قراری گذاشتم.‏,من با بارون یه معامله کردم.,"ولی من با ""بارون"" یه معامله کردم"
82:32,82:33,Why?,چرا؟,,‫- چرا؟ ‫- انتخاب دیگه‌ای نداشتم.,‫- چرا؟ ‫- انتخاب دیگه‌ای نداشتم.,چرا؟ - چاره‌ دیگه‌ای نداشتم -,چرا؟,‫چرا؟,چرا؟ - چاره‌ای نداشتم -,چرا؟,چرا؟ - چاره‌ای نداشتم -,چرا؟ - چاره‌ای نداشتم -,چرا؟ - چاره‌ای نداشتم -,چرا؟ - چاره‌ دیگه‌ای نداشتم -,‏- چرا؟ ‏- چاره‌ای نداشتم.‏,چرا؟ -  چاره ای نداشتم -,چرا؟,چرا؟,‏- چرا؟ ‏- چاره‌ای نداشتم.‏,- چرا؟ - چاره‌ای نداشتم.,چرا؟
