Start Time,End Time,English,The.Wild.Robot.-open subtile.srt,The.Wild.Robot.2024.1080p.10bit.BluRay.6CH.x265.HEVC-PSA [Fa].srt,The.Wild.Robot.2024.480p.BluRay.x264-RMTeam.Fa.srt,The.Wild.Robot.2024.WEB.DigiMoviez.FA.srt,The.Wild.Robot.2024.WEB.Fa.srt,The_Wild_Robot_2024.srt
17:49,17:51,Who are all of you? Go away.,کی‌این همه‌ی شماها؟ برین رد زندگی‌تون,‫شماها کی هستین؟ برین پی کارتون,شماها کی هستید؟ گم شید ببینم,‫شماها دیگه کی هستید؟ ‫برید ببینـم,شماها کی هستید؟ گم شید ببینم,شماها کی هستید؟ برید پی کارتون
17:51,17:53,We're your children.,ماها بچه‌هاتیم,‫ما بچه‌هاتیم,ما بچه‌هاتیم,‫بچه‌هاتیم,ما بچه‌هاتیم,ما بچه‌هات هستیم
17:53,17:55,Except for him.,جز این,‫بجز این یکی,البته به جز این,‫به‌جز اون,البته به جز این,به‌جز ایشون
17:55,17:57,"Well, this is what I get for taking a walk.",خب، پیاده‌روی که میرم اینم میره تو دامنم دیگه,‫خیر سرم اومدم قدم بزنم,اومدم یه قدمی بزنم مثلا,‫خب، اینـم جایزه‌ی پیاده‌رویـم,اومدم یه قدمی بزنم مثلا,خب، خیر سرم اومدم یه قدمی بزنم
17:57,17:59,"Where's your mommy, little guy?",مامانیت کجاست، خان کوچولو؟,‫مامانیت کجاست، آقا کوچولو؟,مامانیت کجاست، کوچولو؟,‫مامانـت کجاست، آقا پسر؟,مامانیت کجاست، کوچولو؟,مامانت کجاست کوچولو؟
17:59,18:01,The monster!,هیولائه,‫هیولا!,هیولا,‫هیولا!,هیولا,!هیولا
18:05,18:06,You got to die faster.,باید سریعتر بّمیری‌ها,‫باید سریع‌تر بمیری,باید سریع‌تر بمیری,‫باید سریع‌تر بمیری,باید سریع‌تر بمیری,باید سریع‌تر خودت رو به مُردن بزنی
18:06,18:08,Meningitis takes a while.,از التهاب پرده‌ی مغزی مردن طول میکشه,‫مردن با مننژیت طول می‌کشه,مننژیت طول می‌کشه,مرگ به علت سرسام زمان می‌بره خب,مننژیت طول می‌کشه,مننژیت زمان می‌بره
18:08,18:10,- What did you pick? - Rabies.,تو چی رو انتخاب کردی؟ - از هاری -,‫- تو چی انتخاب کردی؟ ‫- هاری,تو چی انتخاب کردی؟ - هاری -,‫- تو چی انتخاب کردی؟ ‫- هاری,تو چی انتخاب کردی؟ - هاری -,تو چی انتخاب کردی؟ - هاری -
18:10,18:11,Spontaneous combustion.,آتیش گرفتن خود به خود,‫احتراق خودبخود,احتراق ناگهانی,‫احتراق خودبه‌خود,احتراق ناگهانی,احتراق خودبه‌خودی
18:11,18:13,- Nightshade salad. - Sepsis.,سالاد گیاهان بادنجانی - گندیدگی خون -,‫- سالاد تاجریزی ‫- گندخونی,سالاد بادنجانیان - سپتیسمی -,‫- سالاد بادمجون تاجریزی ‫- عفونت خون,سالاد بادنجانیان - سپتیسمی -,سالاد بادنجانیان - سپسیس -
18:13,18:15,Hey! I picked sepsis!,هی! گندیدگی خونو من انتخاب کردم,‫هی! من گندخونی انتخاب کردم!,هی، من سپتیسمی رو انتخاب کردم,‫هی! عفونت خون مال من بود!,هی، من سپتیسمی رو انتخاب کردم,!هی! من سپسیس رو انتخاب کردم
18:15,18:17,None of you are doing it right.,هیچ کدوم‌تون درست نمی‌رینش,‫هیچکدومتون درست انجامش ندادین,همه‌تون دارید اشتباه انجامش می‌دید,‫همه‌تون دارید غلط انجامـش می‌دید,همه‌تون دارید اشتباه انجامش می‌دید,همه‌تون دارید اشتباه انجامش می‌دید
18:17,18:18,We talked about this.,ما که سرش حرفا رو زده بودیم,‫ما که در موردش صحبت کرده بودیم,درباره‌ش صحبت کرده بودیم,‫درموردش حرف زده بودیم,درباره‌ش صحبت کرده بودیم,قبلا درموردش صحبت کردیم
18:18,18:21,Dead things don't have to explain why they're dead.,چیزای مُرده که مجبور نیستن چرایی مرده‌نشون رو توضیح بدن آخه,‫چیزای مرده لازم نیست توضیح بدن چرا مردن,مُرده‌ها دلیلِ مردن‌شون رو توضیح نمی‌دن,‫موجودات مُرده، لازم نیست ‫دلیل مرگ‌شون رو توضیح بدن,مُرده‌ها دلیلِ مردن‌شون رو توضیح نمی‌دن,مُرده‌ها نباید علت مرگ‌شون رو توضیح بدن
18:21,18:23,Now we're gonna get killed for real.,حالا هم قراره راستی راستی کشته بشیم,‫حالا واقعاً کشته میشیم,حالا راستی راستی می‌میریم,‫حالا الان واقعاً کشته می‌شیم,حالا راستی راستی می‌میریم,حالا دیگه واقعا کُشته می‌شیم
18:23,18:24,"Sorry, Mom.",ببخشید مامان,‫ببخشید، مامان,شرمنده، مامان,‫شرمنده مامان,شرمنده، مامان,ببخشید مامان
18:24,18:26,Sorry.,ببخشید,‫ببخشید,شرمنده,‫شرمنده,شرمنده,ببخشید
18:26,18:28,"Uh, why aren't we killed yet?",خو چرا هنوز هم کشته نشدیم بره؟,‫چرا هنوز کشته نشدیم؟,چرا هنوز کشته نشدیم؟,‫چرا هنوز کشته نشدیم,چرا هنوز کشته نشدیم؟,چرا هنوز کُشته نشدیم؟
18:28,18:30,Good question.,سوال بجاییه,‫سوال خوبیه,سوال خوبی بود,‫سوال خوبیـه,سوال خوبی بود,سوال خوبیه
18:35,18:38,"Nice knowing you, Mom.",آشنایی باهات جای خشنودی داشت، مامان,‫از آشنایی باهات خوشحال شدم، مامان,خدا بیامرزتت مامان,‫خدا بیامرزدت مامان,خدا بیامرزتت مامان,مامان، اگه مُردی بدون از بودن در کنارت لذت بردم
18:38,18:39,All right. It's okay.,خیلی‌خب. چیزی نیست,‫خیلی‌خب. چیزی نیست,خیلی‌خب، چیزی نیست,‫خیلی خب. چیزی نیست,خیلی‌خب، چیزی نیست,خیلی‌خب چیزی نیست
18:39,18:40,It's okay.,چیزی نیست,‫چیزی نیست,چیزی نیست,‫چیزی نیست,چیزی نیست,چیزی نیست
18:40,18:43,"Uh, hey.",سلام,‫هی,هی,‫آه، سلام,هی,عه ... سلام؟
18:43,18:45,You in there? I'm Pinktail.,این تویی؟ من دُم‌ صورتی‌ام,"‫این داخلی؟ من ""دم‌صورتی""ـم",هستی؟ من پینک‌تیلم,‫اون تویی؟ من دم‌صورتی هستم,هستی؟ من پینک‌تیلم,اینجایی؟ من پینک‌تیل هستم
18:45,18:46,"Oh, okay.",باشه,‫اوه، خیلی‌خب,اوه، خیلی‌خب,‫اوه، باشه,اوه، خیلی‌خب,اوه، خیلی‌خب
18:46,18:48,- Wow. - Hello.,سلام,‫- عجب ‫- سلام,وای - سلام -,‫وای، سلام,وای - سلام -,وای - سلام -
18:48,18:50,"Uh, this gosling is yours?",این جوجه غاز مال توئه؟,‫این جوجه غاز مال توئه؟,این جوجه غاز مالِ توئه؟,‫این جوجه مال شماست؟,این جوجه غاز مالِ توئه؟,این جوجه غاز مال توئه؟
18:50,18:51,Negative.,جواب منفیه,‫خیر,خیر,‫جواب منفیـه,خیر,خیر
18:51,18:53,"That gosling stalks me, emits noise",،این جوجه غاز مثل مزاحم‌ها به دنبالمه ،صداهایی تولید میکنه,‫این جوجه غاز تعقیبم می‌کنه ‫صدا در میاره,،این جوجه غاز میاد دنبالم سروصدا می‌کنه,‫اون جوجه من رو تعقیب می‌کنـه ‫و یه صداهایی در میاره,،این جوجه غاز میاد دنبالم سروصدا می‌کنه,این جوجه غاز، من رو تعقیب می‌کنه از خودش صدا تولید می‌کنه
18:53,18:58,and makes simple tasks more complicated or impossible.,و باعث میشه وظایف ساده پیچیده‌تر یا ناممکن بشن,‫و کارهای ساده رو ‫پیچیده‌تر یا غیرممکن می‌کنه,و انجام کارها رو برام پیچیده یا غیرممکن می‌کنه,‫و ماموریت‌های ساده رو پیچیده ‫یا غیرممکن می‌کنـه,و انجام کارها رو برام پیچیده یا غیرممکن می‌کنه,و باعث می‌شه کارهای ساده بیش از حد سخت یا غیرممکن بشن
18:58,18:59,"Yeah, they do that.",آره، کارشون همیناست,‫آره، عادتشونه,آره، از این کارها می‌کنن,‫آره، همه‌شون همینن,آره، از این کارها می‌کنن,آره، بچه‌ها این‌طورین دیگه
18:59,19:02,Goslings imprint on the first thing they see.,جوجه غازها اولین چیزی که می‌بینن رو نشون‌گذاری می‌کنن,‫جوجه غازها اولین چیزی رو که می‌بینن ‫ تو ذهنشون می‌مونه,جوجه غازها به اولین چیزی که می‌بینن می‌چسبن,‫جوجه‌ها به اولین چیزی که می‌بینن می‌چسبن,جوجه غازها به اولین چیزی که می‌بینن می‌چسبن,جوجه غازها، اولین چیزی که ببینن رو به‌خاطر می‌سپرن
19:02,19:03,Which would be you.,که تو هم هستی,‫که توی این مورد تویی,که خب ظاهراً تو اولین چیزی هستی که دیده,‫که از قرار معلوم تو بودی,که خب ظاهراً تو اولین چیزی هستی که دیده,که یعنی تو
19:03,19:04,Congratulations.,مبارک بادا,‫تبریک میگم,تبریک می‌گم,‫تبریک میگم,تبریک می‌گم,تبریک می‌گم
19:04,19:07,"As far as he's concerned, you're his mother now.",،تا جایی هم که به اون مربوطه تو الان مادرشی,‫از نظر اون، حالا دیگه تو مادرشی,تا جایی که اون می‌دونه الان مادرش تویی,‫تا جایی که اون می‌دونـه، ‫تو مادرش هستی,تا جایی که اون می‌دونه الان مادرش تویی,این بچه، الان تو رو مادرش می‌دونه
19:07,19:10,I do not have the programming to be a mother.,من برنامه‌نویسی‌ای برای مادر شدن ندارم,‫من برنامه‌ریزی مناسب ‫برای مادر بودن رو ندارم,من واسه مادری کردن برنامه‌ریزی نشدم,‫من برای مادر بودن برنامه‌نویسی نشدم,من واسه مادری کردن برنامه‌ریزی نشدم,من برای مادری کردن برنامه‌ریزی نشدم
19:10,19:12,No one does.,خو هیچ‌کی هم نداره,‫هیچکس نداره,هیچ‌کس نشده,‫هیچکس نشده,هیچ‌کس نشده,هیچ‌کس نشده
19:12,19:14,We just make it up.,فقط سر و تهش رو درمیاریم دیگه,‫همینطوری الابختکی یه کاریش می‌کنیم,خودمون یاد می‌گیریم,‫خودمون به‌وجودش میاریم,خودمون یاد می‌گیریم,خودمون تلاش می‌کنیم
19:14,19:16,"Without an assigned task, my next priority",،بدون وظیفه محول‌شده‌ای اولویت بعدی من,‫وقتی وظیفه‌ای بهم محول نشه ‫اولویت بعدیم,،اگر وظیفه‌ای برام مشخص نشه اولویت بعدیم,‫بدون ماموریت محول شده، ‫اولویت بعدی من,،اگر وظیفه‌ای برام مشخص نشه اولویت بعدیم,بدون وظیفه‌ای مشخص ... اولویت بعدیم
19:16,19:18,is to return to factory.,بازگشت به کارخانه‌ست,‫برگشتن به کارخونه‌ست,بازگشت به کارخانه‌ست,‫بازگشت به کارخونه‌ست,بازگشت به کارخانه‌ست,بازگشت به کارخونه‌ست
