12:35,12:38,<i>Access is now restricted to gate three.</i>,‫اکنون ورود و خروج ‫ به گیت سوم محدود شده,‫من یه طرفدار تمام عیارم.
12:38,12:41,<i>Please visit our stand for discounted goggles and masks.</i>,‫لطفاً برای خرید عینک‌ها و ماسک‌های تخفیف‌دار ‫به غرفه‌ی ما مراجعه کنید,‫شما از شبکه رسمی مارشال هستید؟
12:41,12:44,"<i>Additional five percent off with Marshall Pay, as always.</i>",‫مثل همیشه، با مارشال‌پی می‌تونید ‫ از 5 درصد تخفیف بیشتر بهره‌مند بشید,‫من از... غیر ممکنه.
12:44,12:47,"The other expeditions wouldn't take me,",‫سفرهای دیگه حاضر نشدن منو ببرن,‫یا خدا! باید منو انتخاب کنی.
12:47,12:48,"but they're wrong, I promise.",‫ولی اونا اشتباه کردن، بهتون قول میدم,‫قسم میخورم، توروخدا منو انتخاب کن.
12:48,12:51,"I can fix toilets. I make gingerbread. You gotta take me, give me a shot.",‫می‌تونم توالت تعمیر کنم ‫بلدم نون زنجبیلی درست کنم,‫برای سفر اکتشافی ‫به آدم های جوون و سالم نیاز دارید.
12:51,12:54,"Take us to the clean star, Marshall and Ylfa.",‫مارشال و ایلفا ‫ما رو به ستاره‌ی پاک ببرین,‫امروز هم یه طوفان شن سبک دیگه در راهه.
12:54,12:55,Take me with you!,‫منم همراه خودتون ببرین!,‫در حال حاضر فقط از دروازه سوم میشه وارد شد.
13:02,13:03,Expendable.,‫فدایی,‫مثل همیشه، با مارشال پی ‫پنج درصد تخفیف بیشتر بگیرید.
13:04,13:06,You're applying to be an Expendable?,‫داری برای فدایی بودن درخواست میدی؟,‫سفرهای اکتشافی دیگه منو نبردن،
13:07,13:08,Seriously?,‫واقعاً؟,‫میتونم توالت ها رو تعمیر کنم. ‫نون زنجبیلی میپزم.
13:09,13:11,You read through the whole application?,‫کل فرم درخواست رو خوندی؟,‫باید منو ببرید، یه فرصت بهم بدید.
13:12,13:15,Yeah.,‫آره,‫منو با خودتون ببرید!
13:15,13:17,<i>I should have read through it.</i>,‫باید کامل می‌خوندمش,
13:17,13:19,"<i>I mean, I didn't have too much of a choice.</i>",‫آخه چاره‌ی چندانی نداشتم,
13:19,13:23,<i>I don't have any bona fide certifications.</i>,‫هیچ مدرک درست و حسابی‌ای ندارم,‫قابل حذف.
13:24,13:26,<i>I don't really have any skills whatsoever.</i>,‫عملاً هیچ مهارتی ندارم,‫واقعا؟
13:28,13:31,<i>Then I find out Timo's already called dibs</i>,‫بعد فهمیدم تیمو از قبل,‫کل درخواست رو خوندی؟
13:31,13:34,"<i>on a position for himself, as a flitter pilot.</i>",‫یه شغل به عنوان خلبان فلیتر ‫برای خودش دست و پا کرده,‫آره.
13:34,13:37,<i>He only just got his learner's permit a couple of weeks before.</i>,‫تازه دو هفته قبلش,‫انتخاب های زیادی نداشتم.
13:39,13:42,"<i>No idea what he had to come up with to pull that off,</i>",‫نمی‌دونم به چی متوسل شد ‫که بتونه همچین چیزی رو جور کنه,‫هیچ مدرک معتبری هم نداشتم.
13:42,13:43,<i>but you gotta give it to him.</i>,‫ولی باید بهش گفت دست مریزاد,‫اصلا هیچ مهارتی نداشتم.
13:44,13:47,Excuse me.,‫ببخشید,‫بعدش فهمیدم تیمو زودتر از من رفته ‫و یه شغل خلبانی برای یه سفینه تندرو دست و پا کرده.
13:47,13:51,"Is there, like, some construction going on?",‫این اطراف دارن ساخت و ساز می‌کنن؟,‫بعدش فهمیدم تیمو زودتر از من رفته ‫و یه شغل خلبانی برای یه سفینه تندرو دست و پا کرده.
13:51,13:52,"Sorry, what?",‫ببخشید، چی؟,‫بعدش فهمیدم تیمو زودتر از من رفته ‫و یه شغل خلبانی برای یه سفینه تندرو دست و پا کرده.
13:52,13:54,You don't hear like a...,‫یعنی صدای...,‫چند هفته پیش گواهینامه رانندگی آموزشی گرفت.
13:55,13:58,like a ch-chain saw?,‫اره‌برقی نمی‌شنوی؟,‫چند هفته پیش گواهینامه رانندگی آموزشی گرفت.
13:59,14:01,"Uh, no.",‫نه,‫اصلا نمیدونم چه جوری این کارو کرده،
14:01,14:03,<i>I wanted to get the hell outta there.</i>,‫می‌خواستم از اونجا بزنم به چاک,‫ولی باید بهش آفرین گفت.
14:03,14:06,<i>Somewhere where the sound couldn't follow me.</i>,‫برم جایی که اون صدا نتونه دنبالم بیاد,‫ببخشید.
14:07,14:09,<i>Far out into space.</i>,‫برم به اعماق فضا,‫اینجا ساخت و سازه؟
14:11,14:13,You read through the paperwork?,‫تمام اسناد رو خوندی؟,‫صدای...
14:13,14:14,Yes.,‫آره,‫اره برقی رو نمیشنوی؟
14:14,14:16,"You read it, so you know, right?",‫خوندیش، پس می‌دونی، مگه نه؟,‫اره برقی رو نمیشنوی؟
14:16,14:19,This is gonna be a pretty extreme job.,‫قراره شغل خیلی دشواری باشه,‫نه.
14:19,14:21,But it's also gonna be fun.,‫ولی قراره لذت‌بخش هم باشه,‫نه.
14:22,14:24,I'll explain all the details.,‫بعداً تمام جزئیات رو برات توضیح میدم,‫یه جایی که صدا بهش نرسه.
14:24,14:27,"<i>I got so distracted by that smell, uh,</i>",‫اون بو حواسم رو پرت کرده بود,‫یه جایی که صدا بهش نرسه.
14:27,14:30,<i>the smell of this woman's hair.</i>,‫بوی موهای اون خانمه,‫خیلی دور، تو فضا.
14:30,14:34,"<i>It was like it brought back some far away memory, or something.</i>",‫خاطره‌ی دوری رو بهم یادآوری می‌کرد,‫برگه ها رو خوندی؟
14:34,14:37,That giant tank downstairs is called a cycler.,‫اون مخزن گنده‌ای که زیر پامونه ‫اسمش بازیافت‌ کننده‌ست,‫این یه کار خیلی خیلی سخت خواهد بود.
14:37,14:41,"It takes organic waste produced in the spaceship,",‫پسماند آلی تولید شده ‫در فضاپیما رو می‌ریزیم توش,‫ولی باحال هم هست.
14:41,14:44,"apple peels, chicken bones, rotten eggs,",‫پوست سیب، استخون مرغ ‫تخم‌مرغ گندیده,‫همه جزئیات رو برات توضیح میدم.
14:44,14:47,"dead bodies, human waste, you name it...",‫اجساد، فضولات انسانی، هرچی که بگی...,‫اون بو حواسمو پرت کرد،
14:47,14:50,"then it combines, refines, and recycles them",‫بعد اون‌ها رو ترکیب ‫ پالایش و بازیافت می‌کنه...,‫بوی موهای اون زن.
14:50,14:54,and sends a portion to this printer.,‫و بخشیش رو به این چاپگر می‌فرسته,‫انگار یه خاطره قدیمی رو برام زنده کرد، ‫یا یه همچین چیزی.
14:54,14:57,Raw materials for a human body.,‫مواد خامی که برای ساخت ‫بدن انسان استفاده میشن,‫به این مخزن غول پیکر که ‫تو طبقه پایین هست میگن سیکلیر.
14:57,14:59,"Once you die, and the Committee approves,",‫وقتی مردی و کمیته موافقت کرد,‫زباله های ارگانیکی که ‫تو سفینه فضایی تولید میشه رو میگیره،
14:59,15:02,it'll print a new version of your body within 20 hours.,‫در عرض 20 ساعت ‫یه نسخه‌ی جدید از بدنت چاپ می‌کنه,‫پوست سیب، استخون مرغ، تخم مرغ گندیده،
15:04,15:07,"Take your clothes off, change into this.",‫لباس‌هات رو در بیار. اینو بپوش,‫بعد همه رو قاطی میکنه، تصفیه میکنه، ‫بازیافت میکنه و یه قسمتش رو میفرسته به چاپگر.
15:08,15:10,<i>I couldn't even hear anything she was saying.</i>,‫حتی نمی‌تونستم هیچکدوم از حرفاش رو بشنوم,‫بعد همه رو قاطی میکنه، تصفیه میکنه، ‫بازیافت میکنه و یه قسمتش رو میفرسته به چاپگر.
15:10,15:15,<i>It was like all of my senses were focused on my nose.</i>,‫انگار تمام حواس‌هام ‫ روی دماغم متمرکز شده بودن,‫بعد همه رو قاطی میکنه، تصفیه میکنه، ‫بازیافت میکنه و یه قسمتش رو میفرسته به چاپگر.
15:16,15:20,"<i>Like, real déjà vu, but for a smell.</i>",‫عین یه آشناپنداری واقعی می‌موند ‫ولی برای یه بو,‫چاپگر تو 20 ساعت ‫یه کپی جدید از بدنت میسازه.
15:21,15:24,We're going to do a full scan of your biodata.,‫قراره زیست‌داده‌ت رو کاملاً اسکن کنیم,‫لباستو دربیار، اینو بپوش.
15:24,15:28,That means you'll be reprinted exactly as you are right now.,‫یعنی دقیقاً همینطوری که الان هستی ‫دوباره چاپ میشی,‫لباستو دربیار، اینو بپوش.
15:28,15:29,Forever.,‫تا همیشه,‫اصلا نمیتونستم چیزی که میگفت رو بشنوم.
15:30,15:33,I better pop this.,‫بهتره اینو بترکونم,‫انگار همه حواس من ‫به حس بویایی محدود شده بود.
15:33,15:35,"Otherwise, it will be there every time.",‫وگرنه هر دفعه چاپ میشه,‫انگار همه حواس من ‫به حس بویایی محدود شده بود.
15:39,15:40,"<i>Well, I'm glad she didn't know</i>",‫خوشحالم از اونی,‫انگار یه خاطره بود که قبلا باهاش روبرو شدم، ‫ولی از طریق بو.
15:40,15:42,<i>about the one on my butt.</i>,‫که روی باسنمه خبر نداشت,‫یه اسکن کامل از اطلاعات حیاتی بدنت میگیریم.
15:46,15:48,"<i>So, after she does the body scan,</i>",‫خب، بعد از اینکه از بدنم اسکن گرفت,‫برای همیشه.
15:48,15:50,<i>she uploaded my memories.</i>,‫خاطراتم رو بارگذاری کرد,‫بهتره این جوش رو بترکونم.
15:50,15:53,"<i>Called it a ""personality backup.""</i>","‫بهش می‌گفت ""پشتیبان‌گیری از شخصیت""",‫وگرنه هر دفعه که ازت کپی میگیریم، ‫ اونم باهات میاد.
15:53,15:55,"<i>And I gotta do this once a week,</i>",‫و باید هفته‌ای یک‌بار این‌کارو بکنم,‫وگرنه هر دفعه که ازت کپی میگیریم، ‫ اونم باهات میاد.
15:55,15:58,<i>so I don't have any big gaps every time they print me out.</i>,‫که هردفعه منو چاپ کردن ‫خاطرات زیادی رو از دست نداده باشم,‫خوشحالم که نفهمید یه دونه هم رو باسنم دارم.
15:58,16:00,"In the past, you would have needed",‫در گذشته، به هارد درایوی,‫خوشحالم که نفهمید یه دونه هم رو باسنم دارم.
16:00,16:03,a hard drive the size of a commercial refrigerator,‫ به اندازه‌ی یه یخچال تجاری احتیاج داشتی,
16:03,16:04,to copy an adult brain.,‫تا بتونی مغز یه فرد بالغ رو کپی کنی,
16:04,16:07,"Now, this little brick. Clever, right?",‫حالا همین یه آجر کوچیک کافیه ‫مبتکرانه‌ست، مگه نه؟,‫بعد از اسکن بدن،
16:09,16:11,"<i>So, I was injected with some</i>",‫یه محلول خاص,"‫بهش میگن ""پشتیبان شخصیت""."
