Start Time,End Time,English,How to Train Your Dragon- open subtitle.srt,How.to.Train.Your.Dragon.2025.AMZN.WEB-DL.Fa[UTF-8].srt
12:48,12:51,of a key dragon’s nest.,اين همه چيز رو درست ميکنه، آره,لونه‌ی کلیدی اژدهایان هستیم
12:52,12:54,"If we can just take it,",!من اين جانور نيرومند رو کُشتم,اگه بتونیم اون رو بگیریم
12:54,12:56,we can wipe out the devils for good.,,برای همیشه اون شیاطین رو نابود می‌کنیم
12:56,12:59,Take it? We can’t even find it.,,بگیریم؟ ما حتی نمی‌تونیم پیداش کنیم
12:59,13:00,Exactly.,,دقیقاً
13:00,13:01,This nest is starting to sound,,...این لونه هرچی بیشتر شبیه
13:01,13:03,more and more like a fairy tale.,,یه افسانه بنظر می‌رسه
13:03,13:04,We’re exhausted.,,ما خسته شدیم
13:04,13:06,"And what do we have to show for it, eh?",,و تا حالا چی به دست آوردیم، ‌ها؟
13:06,13:07,Nothing!,,!هیچی
13:07,13:08,We have purpose.,,ما هدف داریم
13:08,13:10,"Oh, come on.",,آه، بیخیال
13:10,13:14,"We are the warriors of Berk,",,ما ... جنگجویان برک هستیم
13:14,13:17,"the roughest, toughest tribe this side of the sun.",,خشن‌ترین و سرسخت‌ترین قبیله در این سمت خورشید
13:19,13:21,No?,,نه؟
13:21,13:23,Phlegma.,من ميخوام بکُشمت، اژدها,فلما
13:23,13:27,We watched you take down a Zippleback singlehandedly.,ميخوام قلبت رو دربيارم و ببرم پيش پدرم من يه وايکينگ هستم,ما دیدیم که تو دست تنها یه زیپلبک رو کشتی
13:28,13:30,"I mean, sure, you lost your leg in the process,",ميخوام قلبت رو دربيارم و ببرم پيش پدرم من يه وايکينگ هستم,البته درسته که یه پات رو در این راه از دست دادی
13:30,13:33,"but you came out on top, didn’t you?",!من يه وايکينگم,اما پیروز شدی، مگه نه؟
13:33,13:34,"- Well... - Yes, you did.",,...خب - آره، شدی -
13:34,13:38,"Retcha, your people came from the Far East.",,رچا، مردمت از شرق دور به اینجا اومدن
13:38,13:41,"Fungi, yours all the way from-from the Silk Road.",,فانگی، مردم تو از... از راه ابریشم دور اومدن
13:41,13:43,"Loogi, your people came",,لوگی، مردم تو
13:43,13:46,from the sunbaked coasts of Bláland.,,از سواحل آفتاب‌زده‌ی بلالند اومدن
13:46,13:47,And look at us.,,و ما رو ببینین
13:48,13:50,We’re still here. We’re still fighting.,,ما هنوز اینجایم هنوز داریم می‌جنگیم
13:50,13:53,We’re still watching each other’s backs.,,هنوز هم هوای همدیگه رو داریم
13:53,13:56,So are we really gonna pack up and go home,,واقعاً قراره وسایلمون رو جمع کنیم و بریم خونه
13:56,13:57,while these bloody beasts,,اونم در حالی که اون هیولاهای لعنتی
13:58,14:01,are still a threat to all of our lands?,,هنوز تهدیدی برای سرزمین‌هامون هستن؟
14:01,14:03,Is that who we are?,,ما چنین آدم‌هایی هستیم؟
14:03,14:05,- No. - Is it?,,نه - هستیم؟ -
14:05,14:06,- No. - Is it?!,,نه - هستیم؟ -
14:06,14:07,No!,من اين کار رو کردم,!نه
14:07,14:08,Is it?!,من اين کار رو کردم,!هستیم؟
14:09,14:10,No!,,!نه
14:10,14:11,Is it?,,هستیم؟
14:11,14:14,"Uh, no, Chief, I guess not.",,آ، نه رئیس فکر نکنم
14:14,14:16,That’s what I thought.,,منم همین فکر رو می‌کردم
14:19,14:22,"Elder Gothi, give us a sign.",,گوتی بزرگ، یه نشونه به ما بده
14:23,14:25,Do we stand a chance of finding the nest,,...آیا شانسی داریم که قبل از یخبندان
14:25,14:27,before the ice sets in?,,بتونیم لونه رو پیدا کنیم؟
14:46,14:48,Then that’s all I need.,,همین برام کافیه
14:51,14:54,Back into the fog we go.,,به درون مه برمی‌گردیم
14:54,14:55,"All right, everyone.",,بسیارخب همگی
14:55,14:57,Prepare the ships!,,!کشتی‌ها رو آماده کنین
14:57,14:58,Let’s go!,,!کشتی‌ها رو آماده کنین
15:09,15:12,Do I take my bucket hand for when they burn our ships,,باید دستی که سطل آب داره رو بردارم برای وقتی که اونا کشتی‌ها رو آتیش می‌زنن
15:13,15:16,or my swimming hand for when they sink them?,,یا دست شنام رو برای وقتی که کشتی‌ها رو غرق می‌کنن؟
15:20,15:23,"Not so fast, Gobber.",هيکاپ,نه با این عجله گابر
15:24,15:27,"I don’t have time to train this year’s recruits,",من بايد باهات حرف بزنم، بابا- منم بايد باهات حرف بزنم، پسرم-,وقتی برای آموزش دادن سربازان جوان امسال ندارم
15:27,15:29,so you’ll do it.,من بايد باهات حرف بزنم، بابا- منم بايد باهات حرف بزنم، پسرم-,پس تو این کارو بکن
15:29,15:30,"Ah, the old rite of passage.",من بايد باهات حرف بزنم، بابا- منم بايد باهات حرف بزنم، پسرم-,آه، مراسم گذار قدیمی‌ خودمون
15:30,15:32,"Hiccup’s just come of age, hasn’t he?",من نميخوام با اژدهاها بجنگم- فکر ميکنم وقتشه که ياد بگيري چطور با اژدهاها بجنگي-,هیکاپ هم به سن سربازی رسیده، نه؟
15:33,15:35,I meant the others.,من نميخوام با اژدهاها بجنگم- فکر ميکنم وقتشه که ياد بگيري چطور با اژدهاها بجنگي-,منظورم بقیه بود
15:35,15:37,"Yeah, so while I’m busy, he’ll c-cover the stall.",تو اول بگو- نه، نه، شما اول بگين-,آره، خب وقتی که سرم شلوغه حواسش به مغازه‌ست
15:37,15:40,"Molten steel, razor-sharp blades,",خيلي خوب، تو به آرزوت رسيدي,فولاد مذاب و شمشیرهای تیز
15:40,15:41,lots of time on his hands.,آموزش براي مقابله با اژدها. کارِت رو از صبح شروع ميکني,و اونم کلی وقت آزاد داره
15:41,15:42,What could possibly go wrong?,آموزش براي مقابله با اژدها. کارِت رو از صبح شروع ميکني,مگه چه مشکلی ممکنه پیش بیاد؟
15:43,15:44,"Oh, what am I gonna do with him, Gobber?",آموزش براي مقابله با اژدها. کارِت رو از صبح شروع ميکني,آه، نمی‌دونم باید باهاش چیکار کنم، گابر؟
15:44,15:47,Stick him in training.,اوه، مَرد، بايد اول من ميگفتم,سرش رو گرم آموزش کن
15:47,15:49,No. I’m serious.,چون من داشتم فکر ميکردم که...، ميدونين ...ما براي مبارزه با اژدهاها، زيادي وايکينگ داريم,نه، جدی میگم
15:49,15:50,"Yeah, so am I.",چون من داشتم فکر ميکردم که...، ميدونين ...ما براي مبارزه با اژدهاها، زيادي وايکينگ داريم,آره، منم همینطور
15:50,15:52,The kid wants this more than anything.,چون من داشتم فکر ميکردم که...، ميدونين ...ما براي مبارزه با اژدهاها، زيادي وايکينگ داريم,اون بچه بیشتر از هرچیزی این رو می‌خواد
15:53,15:54,"Believe it or not,",ولي آيا ما به اندازه کافي وايکينگ نانوا يا وايکينگ بَنا داريم؟,باور کنی یا نه
15:55,15:57,that young man actually wants to make you proud.,ولي آيا ما به اندازه کافي وايکينگ نانوا يا وايکينگ بَنا داريم؟,اون مرد جوون واقعاً می‌خواد باعث افتخارت بشه
15:57,15:59,But he’s got a mind of his own.,به اين احتياج داري- من نميخوام با اژدهاها بجنگم-,اما ذهنیت خودش رو داره
15:59,16:01,Gets that from his mother.,بي خيال، معلومه که ميخواي- دوباره ميگم. بابا، من نميتونم اژدهاها رو بکُشم-,اون رو از مادرش به ارث برده
16:01,16:03,Look what happened to her.,بي خيال، معلومه که ميخواي- دوباره ميگم. بابا، من نميتونم اژدهاها رو بکُشم-,ببین چه اتفاقی برای مادرش افتاد
16:03,16:04,"Yeah, ’cause Valka was the stubborn one.",بي خيال، معلومه که ميخواي- دوباره ميگم. بابا، من نميتونم اژدهاها رو بکُشم-,"آره، چون بین تو و ""والکا""، والکا کله‌شق بود"
16:04,16:06,"- See, when I was a boy... - Oh, here we go.",اما يه روزي ميتوني اژدهاها رو بکَشي,...ببین، وقتی یه بچه بودم - آه، باز شروع کرد -
16:06,16:09,I-I followed orders. Right? I worked hard.,نه، من واقعاً خيلي زياد مطمئنم که نميتونم,از دستورات پیروی می‌کردم. خب؟ به سختی کار می‌کردم
16:09,16:12,Because I believed in what a-a Viking could do.,وقتشه، هيکاپ- به حرفام گوش نميدين؟-,چون به کاری که یه وایکینگ می‌تونه بکنه اعتقاد داشتم
16:12,16:14,"Crush mountains,",اين مسأله جديه، پسرم,خرد کردن کوه‌ها
16:14,16:17,"level forests, tame seas.",وقتي تو اين تبر رو حمل کني در واقع با همه ما همراهي ميکني,صاف کردن جنگل‌ها رام کردن دریاها
16:17,16:21,I knew what I was and what I had to become.,وقتي تو اين تبر رو حمل کني در واقع با همه ما همراهي ميکني,می‌دونستم کی هستم و قراره کی بشم
16:22,16:25,Hiccup is... he’s not that boy.,يعني مثل ما راه ميري، مثل ما حرف ميزني و مثل ما فکر ميکني,هیکاپ... چنین بچه‌ای نیست
16:25,16:30,What chance does he have of following in my footsteps?,ديگه اينطوري نباش- شما دارين به همه من اشاره ميکنين-,چه شانسی داره که پا جای پای من بذاره؟
16:30,16:31,Yeah.,قبوله؟- احساس ميکنم اين گفتگو خيلي يه طرفه هست-,آره
16:36,16:38,"You can’t stop him, Stoick.",قبوله,نمی‌تونی جلوش رو بگیری، استویک
16:38,16:40,You can only prepare him.,خوبه. به سختي تعليم ببين,فقط می‌تونی آماده‌ش کنی
16:40,16:42,Because the truth is,خوبه. به سختي تعليم ببين,....چون حقیقت اینه که
16:42,16:44,we aren’t always gonna be around to protect him.,خوبه. به سختي تعليم ببين,ما همیشه کنارش نیستیم تا ازش مراقبت کنیم
