Start Time,End Time,English,Venom.The.Last.Dance.2024.BluRay.Film2Media.srt,Venom_The_Last_Dance_open subtitle.srt
64:38,64:40,"Well, let's see if we can't find us",خب، بیاین ببینیم می‌تونیم چیز باحال‌تری برا خودمون پیدا کنیم یا نه,بالاخره تونستی اینو ببینی دن
64:40,64:42,something cooler. Come on.,بیاین. بیاین بچه‌ها,بالاخره تونستی اینو ببینی دن
64:42,64:43,"Come on, guys.",بیاین. بیاین بچه‌ها,خیلی جالبه
64:43,64:46,"Okay, babe. Lifelong dream.",خیلی‌خب، عزیزم. این رویای چندینُ چند سالته,فکر کنم
64:46,64:47,"All right. Go, go, go, go, go!",خیلی‌خب. برین، برین، برین، برین، برین,آره
64:48,64:49,I smell alien.,بوی آدم فضایی می‌شنوم,
64:56,64:58,He's deteriorating without his host.,بدون میزبانش رو به زواله,بذار ببینیم می‌تونیم چیزی بهتر پیدا کنیم
64:59,65:00,Poor thing.,طفلک بیچاره,زودباشین بچه‌ها
65:01,65:03,Put him below with the others.,بذارش زیرْ کنار بقیه,زندگی یه خواب بلنده
65:03,65:04,Safer there.,اونجا امن‌تره,خیلی خب برو برو برو برو برو
65:39,65:42,"Down, down. Come on, come on.",بیاین، بیاین,
65:51,65:54,"All right. Hey. Hey, hey, hey, hey.",هی، هی، هی,
65:55,65:58,I think we're gonna get a better view from up there.,فک کنم از اون بالا دید بهتری داریم,پایین پایین
66:00,66:02,"Follow me, guys. Come on.",بیاین دنبالم بچه‌ها. تند باشین,
66:02,66:04,This is so exciting.,خیلی هیجان‌انگیزه,
66:04,66:06,I can't believe we're here.,باورم نمیشه اینجاییم,
66:24,66:27,"Wow. Oh, wow.",,نمی‌تونم باور کنم اینجاییم
66:29,66:30,What is this?,این چه وضعشه؟,
66:41,66:43,It's all broken.,همه چی خراب و داغونه,واو
66:44,66:46,So sad.,خیلی ناراحت‌کننده‌س,این چیه؟
66:58,67:00,Buddy?,رفیق؟,همه‌ش شکسته
67:01,67:02,"Hey, buddy?",هی رفیق؟,خیلی ناراحت‌کننده‌ست
67:05,67:07,"Oh, no.",وای نه,
67:09,67:10,No.,نه,
67:12,67:17,"Oh, my God, how many hangovers can you have in one day?",خدایا، مگه تو یه روز چقدر می‌شه خماری بکشی؟,اوه رفیق
67:18,67:19,<i>Eddie?</i>,<i>ادی؟</i>,
67:24,67:26,Hello?,سلام؟,
67:28,67:30,<i>They did this to me.</i>,<i>اونا به این روز انداختنم</i>,اوه نه. چند ساعت تو یه روز می‌تونی داشته باشی؟
67:32,67:34,<i>Mulligan?</i>,<i>مولیگان؟</i>,اوه نه. چند ساعت تو یه روز می‌تونی داشته باشی؟
67:35,67:36,<i>Why?</i>,<i>چرا؟ -</i> <i>تو زنده‌ای؟ -</i>,ادی؟
67:36,67:37,You're alive?,<i>چرا؟ -</i> <i>تو زنده‌ای؟ -</i>,
67:38,67:40,<i>What are you doing here?</i>,<i>تو اینجا چیکار می‌کنی؟</i>,
67:42,67:44,"<i>We're being hunted, Eddie.</i>",<i>دارن شکارمون می‌کنن، ادی</i>,
67:45,67:47,You have what he needs.,<i>تو چیزی که اون احتیاج داره رو داری</i>,اونا این کار رو با من کردن
67:49,67:52,Protect the codex from dark hands.,کدکس رو از دست‌های تاریک در امان نگه‌دار,چیه؟
67:53,67:57,A symbiote army waits here.,<i>یه ارتش از سیمبیوت‌ها اینجا در کمین نشستن</i>,اینجا چیکار می‌کنی؟
67:57,67:59,Free them.,<i>اونا رو آزاد کن</i>,
68:00,68:01,"Protect it, Eddie.",<i>در امان نگه‌دار، ادی</i>,داریم شکار می‌شیم .ادی
68:02,68:03,Knull...,نال باید محبوس بمونه,تو اون چیزی رو داری که اون نیاز داره
68:04,68:08,must stay locked away.,نال باید محبوس بمونه,کدکس رو از دست‌های تاریک محافظت کن
68:12,68:14,"Eddie, I'm Dr. Paine.",ادی، من دکتر پین‌ام,یه ارتش سمبیوت اینجا منتظره
68:16,68:17,<i>Where's my friend?</i>,<i>دوستم کجاست؟</i>,محافظت شده. ادی
68:18,68:19,<i>He's safe for now.</i>,<i>فعلا در امانه</i>,
68:20,68:21,Great news!,مژدگونی بدین,حالا باید قفل بمونه
68:21,68:24,"<i>- Oh, shit.</i> - We're all done here.",<i>گندش بزنم</i>,حالا باید قفل بمونه
68:24,68:26,All of this is out of your hands.,همه‌ی اینا از اختیار تو خارجه,حالا باید قفل بمونه
68:26,68:27,This is my lab.,اینجا آزمایشگاه منه,
68:27,68:29,"No, no, not yours. You just work here.",.نه، نه، آزمایشگاه تو نیست که,
68:29,68:31,Or you did.,...تو فقط اینجا کار می‌کنی یا می‌کردی,ادی من دکتر پین‌ام
68:31,68:32,"You, Christmas, you're going home.",،تو و کریسمس می‌رین خونه,
68:33,68:34,And what about them?,و اونا چی؟,دوستم کجاست؟
68:35,68:36,- You heard what it said. <i>- Hands up.</i>,شنیدی که اون چی گفت - دستاتو ببر بالا -,فعلاً امنه
68:36,68:37,The codex only exists if they're both alive.,کدکس فقط در صورتی وجود داره که جفت اونا زنده باشن,خبر خوبیه
68:38,68:39,"Yeah, we're good. We're good.",باشه، مشکلی نداریم. مشکلی نداریم,خبر خوبیه
68:40,68:42,You killed one of my people.,تو یکی از افراد من رو کشتی,همه اینا از دست تو خارجه
68:42,68:44,I'm returning the favor personally. Please escort,لطفا دکتر پین رو تا بیرون همراهی کنین,همه اینا از دست تو خارجه
68:44,68:45,- Dr. Paine out of here. - No.,نه - تکون نخور -,نه نه نه مال تو نیست
68:45,68:46,<i>- Don't move.</i> - Christmas!,کریسمس، وقتشه بری,تو فقط اینجا کار می‌کردی
68:46,68:47,Time to go.,کریسمس، وقتشه بری,یا قبلاً کار می‌کردی
68:47,68:48,Hey!,هی,تو کریسمس داری می‌ری خونه
68:57,68:59,Big mistake.,بد غلطی کردی,تو یکی از مردم من رو کشتی
69:06,69:07,- Fire! - Run!,شلیک کنین,
69:12,69:13,"- Oh, my God! - Fall back, fall back!",خدایا - عقب‌نشینی کنین، ‌عقب‌نشینی کنین -,
69:14,69:15,Go!,,اشتباه بزرگ
69:20,69:22,"Venom, run. Go!",ونوم، فرار کن. برو,آتش
69:30,69:33,Let's go! Move! Clear! Clear!,محل رو تخلیه کنید! تخلیه کنید,
69:35,69:37,Release the symbiotes!,سیمبیوت‌ها رو آزاد کنین,
69:37,69:38,Go! Go!,برین! برین,ونوم .بدو برو
69:46,69:48,- Come on. - Go! Go!,زودباش - برین! برین -,
70:01,70:02,Hurry up! Move!,عجله کنین! برین,
70:03,70:04,Get back!,عقب‌نشینی کنین,
70:05,70:06,Jim!,جیم,
70:20,70:21,Let's go.,بزن بریم,
70:21,70:23,Take her down.,از پا درش بیاریم,جیم
70:56,70:57,Come on!,بیا,
71:04,71:05,Get the codex out of here.,کدکس رو از اینجا ببر بیرون,
71:13,71:14,That's our way out.,اون راه در رومونه,
71:24,71:27,"You, break us out of here!",شماها، ما رو از اینجا فراری بدین,
71:31,71:33,"There's no aliens here, kids.",اینجا هیچ آدم فضایی‌ای نیست، بچه‌ها,
71:37,71:40,<i>Best shoes ever!</i>,بهترین کفشایی که تاریخ به خودش دیده,
71:40,71:42,Whoa! What was that?,اون چی بود دیگه؟,تو ما رو باید از اینجا در بیاری
71:47,71:48,- Okay. - We gotta go! Move it!,خیلی‌خب,اینجا بیگانه‌ای نیست بچه‌ها
71:57,71:58,We are leaving!,می‌ریم,اون چی بود؟
71:58,72:00,Move!,برین! برین! برین,اون چی بود؟
72:00,72:01,"Move, move!",برین! برین! برین,
72:04,72:05,"- Dad. - It's all right, kids.",چیزی نیست چیزی نیست بچه‌ها,باید بریم. حرکت کنین
72:11,72:14,Aliens! Alien invasion!,تهاجم فضایی‌ها,ما داریم می‌ریم
72:14,72:16,Alien attack!,حمله فضایی‌ها,بجنب
72:25,72:27,Motherfucker!,اَی مادربدکاره,
72:32,72:34,"- You two, get airborne! - Right away, sir!",شما دوتا، سوار هلکوپتر بشین - الساعه، قربان -,حمله بیگانه
72:34,72:35,On me!,شما با من بیاین,
72:35,72:38,"Hurry up, airborne! Move, move, move! In the Hummers! Go!",عجله کنین سوار هلکوپتر بشین! برین، برین، برین,
72:39,72:41,<i>We've got to get the codex as faraway as possible.</i>,باید کدکس رو تا اونجا که مقدوره دور کنیم,
72:44,72:45,- It's Eddie? - It's Eddie.,ادی‌ـه - ادی‌ـه -,
72:46,72:48,- Eddie! Hey! - Eddie!,ادی - ادی؟ -,
72:48,72:49,"- Oh, no. - Eddie, Eddie!",ادی! ادی - ادی -,شما دوتا .برید بیرون .خدایا
72:52,72:54,Martin. And family.,مارتینم و خونواده,بجنب. بجنب
72:59,73:01,"You can't be here, Martin.",شما نباید اینجا باشین، مارتین,این ادیه؟
73:01,73:02,"Dark forces, man.",ای امان از نیروهای تاریک، مرد,این ادیه
73:20,73:22,"Eddie, can you help us?",ادی، میشه کمکمون کنی؟,
73:23,73:25,I lied. Aliens are real.,دروغ گفتم. آدم فضایی‌ها راستکی‌ان,
73:25,73:27,My best friend in the whole world is one.,بهترین دوستم تو کل دنیا یکیشونه,
73:27,73:29,"He's gonna get you out of here, okay?",اون از اینجا خلاصتون می‌کنه، باشه؟,
73:29,73:30,Okay.,باشه,
73:32,73:35,- Don't... Don't be scared. - Hi.,نترس,
73:36,73:37,Wow.,,
73:37,73:39,Pleasure to meet you.,آشنایی باهات سعادتیه,ریکی می‌تونی به ما کمک کنی؟
73:40,73:41,Thanks for the chocolate.,دستتم بابت شکلاته درد نکنه,بیگانه‌ها واقعین
73:42,73:43,You're welcome.,قابلتو نداشت,بهترین دوستم توی دنیا یکی از اوناست
73:59,74:00,No!,نه,خواهش می‌کنم
74:03,74:05,"Mom, Dad!",مامان! بابا,
74:13,74:14,Dad!,بابا,
74:14,74:16,"Hold on, kids!",محکم بگیرین بچه‌ها - مراقب باشین -,نه
74:19,74:20,"Hold on, kids!",محکم بگیرین بچه‌ها,
74:24,74:25,Eddie!,ادی,
74:37,74:39,He was trying to protect you.,اون سعیش بود ازتون محافظت کنه,
74:40,74:42,We are not the bad guys!,ما افراد بدا نیستیم,
74:46,74:47,Echo! Leaf.,اکو! لیف - عزیزم، عزیز دلم -,اون داشت سعی می‌کرد از تو محافظت کنه
74:47,74:49,"- My baby, my baby. - Mom!",مامان - خدایا -,اون داشت سعی می‌کرد از تو محافظت کنه
74:49,74:50,"- Thank you, Eddie. - You're welcome.",ممنونم ادی - کاری نکردم -,اون داشت سعی می‌کرد از تو محافظت کنه
74:55,74:56,You gotta be kidding me.,سر به سرم نذار,ما بدجنس نیستیم
75:06,75:07,Get in!,سوار شین,خواهش می‌کنم
75:07,75:08,Run. Run.,,
75:09,75:10,Run!,بدویین,
75:12,75:13,Eddie!,,داری باهام شوخی می‌کنی
75:27,75:29,Go. Bring me that codex.,برین. اون کدکس رو برای من بیارین,هی
75:34,75:35,What's that noise?,این صدا دیگه چی میگه؟,
75:35,75:37,<i>She phoned home.</i>,<i>زنگ زد خونه‌ش</i>,
75:42,75:43,"Oh, shit.",بخشکی,تماس بگیر. کدکس رو بیار برام
76:06,76:09,- Jesus! - Get down! Get down! Get under!,خدایا - بیاین پایین! بیا پایین -,
76:09,76:11,Take cover! Take cover! I got you.,بابا! بابا - هواتو دارم -,
76:22,76:23,<i>She saved us.</i>,اون نجاتمون داد,برو بیرون
76:25,76:27,There's only one thing that's gonna distract them.,فقط یه چیزه که حواسشون رو پرت می‌کنه,پناه بگیر
76:27,76:28,<i>Copy.</i>,تفهیم شد - خیلی‌خب -,می‌گیرمت
76:31,76:33,- Get 'em back to their van! - What?,برشون‌گردون تو ماشینشون - چی؟ -,
76:33,76:35,"Come on! Hurry, hurry!",زودباشین! بجنبین! تند,
76:37,76:40,I'm gonna round them up. Have the chopper follow me.,من جمعشون می‌کنم هلکوپتر رو دنبالم بیار,اون ما رو نجات داد
76:42,76:44,"Go, go, go! Go!",برو، برو، برو,من هیچ چیزی ندیدم که بتونه حواسشون رو پرت کنه
76:58,76:59,Go!,برین,برو برو برو
77:01,77:03,He's leading them to a kill box.,داره می‌کشنشون به یه منطقه کشتار,
77:03,77:05,"When you get a lock, vaporize 'em!",،وقتی فرصت قفل کردن روشون داشتی از رو زمین محوشون کن,
77:29,77:32,"We're home. We're back. Okay, okay. Hold it.",اومدیم خونه. برگشتیم,لعنتی
77:32,77:34,"- Run! - Go, kids! Go! Come on!",بدویین - برین بچه‌ها. برین. زودباشین -,
77:34,77:35,"Hurry. Hurry, honey.",تند باش. تند باش عزیزم,
77:36,77:38,Thank you!,لطف کردی,
77:39,77:41,Aliens suck!,گند بزنم هر چی فضاییه,
78:05,78:06,- Light 'em up! <i>- Copy that.</i>,دریافت شد,
78:18,78:20,<i>Target eliminated.</i>,<i>هدف منهدم شد</i>,
78:23,78:25,No! No!,نه! نه! نه,
78:25,78:26,Thompson down!,تامپسون گرفتار شد,
78:26,78:28,It's coming down. Go!,<i>داره سقوط میکنه! برین</i>,
78:45,78:46,Slide!,,
78:51,78:52,"Oh, sh...!",...گند,
78:53,78:54,Go away!,,
79:03,79:04,Let's finish this.,بریم که قالشو بکنیم,
79:05,79:06,<i>With pleasure.</i>,با دل و جون,
79:12,79:14,The chopper blades!,پره‌های هلکوپتر,
79:36,79:38,I got you.,دارمتون,
79:43,79:45,- It's okay. - Get him somewhere safe.,ببرش یه جای امن,
79:48,79:49,"Oh, God.",خدایا,
80:14,80:16,I'm so sorry! I'm sorry!,پاک شرمنده‌م. شرمنده‌م,
80:17,80:18,Okay. Okay.,خیلی‌خب. خیلی‌خب,
80:38,80:39,No.,نه,
80:41,80:43,Okay. Okay.,خیلی‌خب. خیلی‌خب,
80:47,80:49,Still living your brother's dream?,هنوز تو رویای برادرت زندگی می‌کنی؟,
80:57,80:58,"Oh, my God.",خدایا,باشه باشه
81:03,81:05,"- I'm coming! I'm coming! - Dad, come on!",دارم میام - بابا، زودباش -,هنوزم داری رویای برادرت رو زنده نگه می‌داری
81:05,81:08,Dad! Dad! Run! Come on!,بابا، بابا، بدو! زودباش - بابا -,
81:35,81:37,"I'm proud of you, Eddie.",بهت افتخار می‌کنم ادی,
81:37,81:39,You did it all yourself.,همه این کارا رو یه تنه خودت کردی,
81:40,81:42,"Well, some of it.",خب، پاره‌ایشو,
81:58,82:01,I really would have liked to have seen her.,راست راستی دوست داشتم ببینمش,
82:06,82:07,Who?,کی رو؟,
82:08,82:10,Lady Liberty.,مجسمه بانوی آزادی,
82:11,82:12,"Oh, yeah.",آره,
82:13,82:16,"Oh, yeah. Yeah, well, we're going.",آره، خب، می‌ریم,خیلی دوست داشتم اونو ببینم
82:17,82:20,We're gonna go just as soon as we get...,صاف همینکه از اینجا ...خلاص بشیم,
82:21,82:22,out of here.,می‌ریم,
82:24,82:26,They're just going to keep coming.,همینجور پشت‌بند هم قراره بیان,خانم آزادی
82:26,82:29,"We'll never leave this place, friend.",ما هیچ‌وقت از این مکان بیرون‌بُرو نیستیم، دوست من,آه بله
82:40,82:42,"Okay, well...",...خیلی‌خب، خب,همه‌اشون همینطور میان
82:45,82:47,I thought we were gonna be the Lethal Protector.,فکر می‌کردم ناسلامتی قراره محافظ مرگبار باشیم,ای خدای من
82:51,82:53,We are.,.هستیم هم,
82:54,82:55,That's what this is.,از همین قرار هم هست,
83:06,83:07,Yeah.,آره,هستیم
83:32,83:33,All right.,خیلی‌خب,آره
83:38,83:39,All right.,خیلی‌خب,آره
83:50,83:52,Come and get us.,بیاین بگیرینمون,خوبه
84:56,84:57,Go.,برین - ها؟ -,
84:58,84:59,Go.,برین,
84:59,85:00,Go.,برین,
85:07,85:08,"Oh, my God.",خدایا,
85:19,85:20,What are you doin'?,چیکار می‌کنی؟,
85:24,85:26,I'll never forget you.,هیچ‌وقت فراموشت نمی‌کنم,
85:29,85:32,"Don't forget me either, Eddie.",تو هم منو فراموش نکن، ادی,
85:33,85:34,No.,نه,چی کار می‌کنی؟
85:34,85:35,Time to go.,وقت رفتنه,چی کار می‌کنی؟
85:38,85:41,- Strickland. <i>- Strickland authorized.</i>,استریکلند مجاز است,هرگز فراموشت نمی‌کنم
85:43,85:44,No.,نه,
86:02,86:04,- Strickland. <i>- Strickland authorized.</i>,استریکلند مجاز است,
86:28,86:30,It's just bye for now.,فعلاً خدافظ حسابه,
86:49,86:50,No.,نه. نه. نه,
86:50,86:51,No!,نه. نه. نه,
86:52,86:53,No! No!,نه. نه. نه,
87:28,87:29,Go!,برو,
87:57,87:59,"No, Eddie!",نه، ادی,
88:00,88:01,Eddie!,خدایا. خدایا,
88:02,88:03,"Oh, my God.",خدایا. خدایا,
88:52,88:54,Nierika.,نیریکا,
89:19,89:20,"<i>Hey, buddy.</i>",هی رفیق,
89:22,89:24,I just had a crazy dream.,همین الان یه خواب عجیب دیدم,
89:31,89:32,Buddy?,رفیق؟,
89:32,89:34,He's not coming back.,اون برنمی‌گرده,
89:42,89:44,But I need him back.,ولی می‌خوام برگرده,
89:45,89:47,He wasn't meant for this place.,اون برای این دنیا ساخته نشده بود,رفیق
89:47,89:49,You couldn't have kept him...,تو نمی‌تونستی اون رو حفظ کنی,اون برنمی‌گرده
89:49,89:51,and he couldn't have kept you.,و اون هم نمی‌تونست تو رو حفظ کنه,
89:53,89:54,"For your bravery,",بخاطر شجاعتتون، هر دوتون از ته قلبِ یه ملت قدرشناس,
89:55,89:58,you both have the heartfelt thanks of a grateful nation.,سپاس‌گذاری رو دارایین,اون برمی‌گرده
90:00,90:02,"Eddie, you're free to start your life again.",ادی، تو آزادی که زندگیت رو از نو شروع کنی,اون برای اینجا مناسب نبود
90:03,90:05,Everything that happened in San Francisco,تموم اتفاقات افتاده در سانفرانسیسکو,و اون هم نمی‌تونست تو رو نگه‌داره
90:05,90:07,and in the last few days...,،و چند روز گذشته رو,و اون هم نمی‌تونست تو رو نگه‌داره
90:08,90:09,consider it expunged.,نیست و پاک‌شده در نظر بگیر,به خاطر شجاعتتون ازتون خیلی ممنونیم
90:16,90:18,"Just so you're clear, of course...",البته، صرفاً جهت اینکه ،برات شفاف‌سازی بشه,ادی تو آزاد هستی تا دوباره زندگی‌ات رو شروع کنی
90:18,90:21,you ever breathe a word of this to any living soul,اگه روزی یک کلمه از اینا رو هم ،پیش هر موجود جنبنده‌ای دم بزنی,هر چیزی که تو سان فرانسیسکو اتفاق افتاد
90:21,90:24,you will spend the rest of <i>that</i> life,باقی اون عمرت رو,به عنوان حذف شده در نظر گرفته می‌شه
90:24,90:27,"in the coldest, darkest hole imaginable.",،تو سردترین و تاریک‌ترین سوراخ قابل تصور می‌گذرونی,به عنوان حذف شده در نظر گرفته می‌شه
90:29,90:31,"Good luck, Eddie.",موفق باشی ادی,فقط خواستم اینو روشن کنم که
92:06,92:08,"I won't forget you, buddy.",هیچ‌وقت فراموشت نمی‌کنم، رفیق,
94:41,94:44,Your champion has fallen.,قهرمان شما سقوط کرده,قبل از اینکه به زمین بیفتیم
94:45,94:48,The planets will be mine.,سیارات از آن من خواهند شد,قبل از اینکه به زمین بیفتیم
94:49,94:52,The King in Black is awake.,پادشاه سیاه‌پوش از خواب برخاسته,قبل از اینکه به زمین بیفتیم
94:53,94:55,I will kill your world.,من جهان شما را به پایان خواهم رساند,
94:56,94:59,Everyone will burn.,همه خواهند سوخت,قهرمان تو افتاده
94:59,95:00,And you...,...و شما,
95:01,95:03,will watch.,نظاره خواهیند کرد,سیاره‌ها مال من خواهند بود
108:17,108:19,Hello? Hello?,آهای؟ آهای؟,
108:23,108:26,<i>¿Hola?</i> Hello?,سلام؟ آهای؟,
